#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IRF3	IFIH1	1849262	1845381	9606.ENSP00000310127	9606.ENSP00000263642	0	0	0	0	0.042	0	0.900	0.828	0.982
IRAK4	IRAK1	1859507	1855149	9606.ENSP00000390651	9606.ENSP00000358997	0	0	0	0.768	0	0.780	0.900	0.919	0.982
TNF	CD40LG	1860103	1855311	9606.ENSP00000398698	9606.ENSP00000359663	0	0	0	0	0	0	0.900	0.822	0.981
LCK	CD4	1852042	1842167	9606.ENSP00000337825	9606.ENSP00000011653	0	0	0	0	0.054	0.717	0.900	0.369	0.980
DDX58	IFIH1	1857110	1845381	9606.ENSP00000369213	9606.ENSP00000263642	0	0	0	0.769	0.758	0	0.900	0.926	0.980
ACTL6A	ACTR8	1860014	1851935	9606.ENSP00000397552	9606.ENSP00000336842	0	0	0	0.626	0.055	0.768	0.900	0.382	0.979
DDX58	RNF135	1857110	1851027	9606.ENSP00000369213	9606.ENSP00000328340	0	0	0	0	0.084	0.360	0.900	0.697	0.979
IRAK4	IRAK2	1859507	1844439	9606.ENSP00000390651	9606.ENSP00000256458	0	0	0	0.713	0.051	0.734	0.900	0.866	0.979
SP100	PML	1852651	1845989	9606.ENSP00000343023	9606.ENSP00000268058	0	0	0	0	0.053	0.360	0.900	0.705	0.979
STAT1	KIT	1854113	1847112	9606.ENSP00000354394	9606.ENSP00000288135	0	0	0	0	0.046	0.433	0.900	0.646	0.978
ACTR1A	ACTR1B	1855133	1847158	9606.ENSP00000358921	9606.ENSP00000289228	0	0	0	0.989	0.053	0.774	0.900	0.817	0.977
PSMB8	PSMB5	1856198	1854354	9606.ENSP00000364016	9606.ENSP00000355325	0	0	0.527	0.965	0	0.774	0.900	0.760	0.977
STAT1	FYN	1854113	1853081	9606.ENSP00000354394	9606.ENSP00000346671	0	0	0	0	0.046	0.410	0.900	0.621	0.975
LCK	ZAP70	1852042	1845655	9606.ENSP00000337825	9606.ENSP00000264972	0	0	0	0.768	0.443	0.446	0.900	0.942	0.973
IFNB1	STAT1	1857184	1854113	9606.ENSP00000369581	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.719	0.970
LYN	SYK	1861765	1856371	9606.ENSP00000428924	9606.ENSP00000364898	0	0	0	0.726	0.254	0.493	0.900	0.922	0.969
IRAK4	IRAK3	1859507	1844868	9606.ENSP00000390651	9606.ENSP00000261233	0	0	0	0.732	0.109	0.616	0.900	0.710	0.969
ACTR2	ACTB	1856793	1853523	9606.ENSP00000367220	9606.ENSP00000349960	0	0	0	0.947	0.102	0.673	0.900	0.566	0.969
ITGAM	CD40LG	1862188	1855311	9606.ENSP00000441691	9606.ENSP00000359663	0	0	0	0	0	0	0.900	0.709	0.969
ACTL6A	ACTB	1860014	1853523	9606.ENSP00000397552	9606.ENSP00000349960	0	0	0	0.888	0.053	0.677	0.900	0.601	0.968
STAT1	STAT2	1854113	1849817	9606.ENSP00000354394	9606.ENSP00000315768	0	0	0	0.898	0.500	0.360	0.900	0.942	0.968
IRAK1	IRAK3	1855149	1844868	9606.ENSP00000358997	9606.ENSP00000261233	0	0	0	0.724	0	0.606	0.900	0.841	0.968
ACTG1	ACTR3	1851354	1845311	9606.ENSP00000331514	9606.ENSP00000263238	0	0	0	0.887	0.072	0.669	0.900	0.588	0.968
IRAK3	IRAK2	1844868	1844439	9606.ENSP00000261233	9606.ENSP00000256458	0	0	0	0.664	0.053	0.606	0.900	0.659	0.968
ACTB	ACTR3	1853523	1845311	9606.ENSP00000349960	9606.ENSP00000263238	0	0	0	0.887	0.061	0.669	0.900	0.578	0.968
STAT1	PDGFRA	1854113	1844502	9606.ENSP00000354394	9606.ENSP00000257290	0	0	0	0	0.046	0.621	0.900	0.208	0.967
ZAP70	CSK	1845655	1842776	9606.ENSP00000264972	9606.ENSP00000220003	0	0	0	0.780	0.062	0.636	0.900	0.553	0.967
IFNB1	TYK2	1857184	1845624	9606.ENSP00000369581	9606.ENSP00000264818	0	0	0	0	0	0	0.900	0.690	0.967
ACTR2	ACTG1	1856793	1851354	9606.ENSP00000367220	9606.ENSP00000331514	0	0	0	0.946	0.058	0.673	0.900	0.752	0.967
LYN	STAT1	1861765	1854113	9606.ENSP00000428924	9606.ENSP00000354394	0	0	0	0	0.055	0.117	0.900	0.632	0.965
ACTR1A	ACTR10	1855133	1844284	9606.ENSP00000358921	9606.ENSP00000254286	0	0	0	0.676	0.066	0.938	0.360	0.406	0.965
SRC	F2	1853652	1849080	9606.ENSP00000350941	9606.ENSP00000308541	0	0	0	0	0	0.111	0.900	0.642	0.965
ITK	LCK	1860098	1852042	9606.ENSP00000398655	9606.ENSP00000337825	0	0	0	0.871	0.434	0.360	0.900	0.781	0.964
PTPRC	CD4	1854576	1842167	9606.ENSP00000356346	9606.ENSP00000011653	0	0	0	0	0.071	0.360	0.900	0.467	0.964
EPHA6	SRC	1857844	1853652	9606.ENSP00000374323	9606.ENSP00000350941	0	0	0	0.765	0.054	0.646	0.900	0.117	0.964
HCK	FGR	1856392	1856028	9606.ENSP00000365012	9606.ENSP00000363115	0	0	0	0.961	0.651	0	0.900	0.823	0.964
ACTR1B	ACTR10	1847158	1844284	9606.ENSP00000289228	9606.ENSP00000254286	0	0	0	0.684	0.066	0.938	0.360	0.378	0.964
EPHA6	YES1	1857844	1850671	9606.ENSP00000374323	9606.ENSP00000324740	0	0	0	0.765	0.054	0.646	0.900	0.046	0.963
STAT1	LCK	1854113	1852042	9606.ENSP00000354394	9606.ENSP00000337825	0	0	0	0	0.054	0.388	0.900	0.437	0.963
ACTB	ACTR8	1853523	1851935	9606.ENSP00000349960	9606.ENSP00000336842	0	0	0	0	0.074	0.537	0.900	0.255	0.963
FLT1	KDR	1846791	1845437	9606.ENSP00000282397	9606.ENSP00000263923	0	0	0	0.918	0.084	0.602	0.900	0.968	0.963
IRAK1	IRAK2	1855149	1844439	9606.ENSP00000358997	9606.ENSP00000256458	0	0	0	0.739	0	0.549	0.900	0.866	0.963
TLR3	RIPK3	1847791	1842578	9606.ENSP00000296795	9606.ENSP00000216274	0.050	0	0	0	0	0.173	0.900	0.573	0.962
SYK	FGR	1856371	1856028	9606.ENSP00000364898	9606.ENSP00000363115	0	0	0	0.719	0.187	0.446	0.900	0.785	0.961
KIT	KRAS	1847112	1844404	9606.ENSP00000288135	9606.ENSP00000256078	0	0	0	0	0.046	0.170	0.900	0.572	0.961
IFNB1	STAT2	1857184	1849817	9606.ENSP00000369581	9606.ENSP00000315768	0	0	0	0	0	0	0.900	0.630	0.961
FYN	RAF1	1853081	1844086	9606.ENSP00000346671	9606.ENSP00000251849	0	0	0	0.700	0.140	0.455	0.900	0.742	0.960
FYN	ZAP70	1853081	1845655	9606.ENSP00000346671	9606.ENSP00000264972	0	0	0	0.727	0.123	0.446	0.900	0.895	0.960
ACTR2	ACTR3C	1856793	1844101	9606.ENSP00000367220	9606.ENSP00000252071	0	0	0	0.803	0.579	0.850	0.360	0.508	0.960
ITGAM	PTPRC	1862188	1854576	9606.ENSP00000441691	9606.ENSP00000356346	0	0	0	0	0.142	0	0	0.955	0.960
SYK	LCK	1856371	1852042	9606.ENSP00000364898	9606.ENSP00000337825	0	0	0	0.750	0.052	0.493	0.900	0.868	0.959
RET	KRAS	1853238	1844404	9606.ENSP00000347942	9606.ENSP00000256078	0	0	0	0	0.046	0.180	0.900	0.530	0.958
SYK	SRC	1856371	1853652	9606.ENSP00000364898	9606.ENSP00000350941	0	0	0	0.715	0.053	0.446	0.900	0.909	0.957
SYK	FYN	1856371	1853081	9606.ENSP00000364898	9606.ENSP00000346671	0	0	0	0.726	0.088	0.446	0.900	0.800	0.957
ITK	FYN	1860098	1853081	9606.ENSP00000398655	9606.ENSP00000346671	0	0	0	0.858	0.241	0.420	0.900	0.595	0.956
SYK	BTK	1856371	1849039	9606.ENSP00000364898	9606.ENSP00000308176	0	0	0	0.686	0.072	0.414	0.900	0.864	0.956
MBOAT4	ALB	1849691	1847637	9606.ENSP00000314196	9606.ENSP00000295897	0	0	0	0	0	0	0	0.956	0.956
JAK2	KIT	1857411	1847112	9606.ENSP00000371067	9606.ENSP00000288135	0	0	0	0.619	0	0.407	0.900	0.774	0.956
PRDM10	ALB	1853754	1847637	9606.ENSP00000351686	9606.ENSP00000295897	0	0	0	0	0	0	0	0.955	0.955
FYN	EPHA4	1853081	1846745	9606.ENSP00000346671	9606.ENSP00000281821	0	0	0	0.785	0.152	0.452	0.900	0.607	0.955
PRDM10	MBOAT4	1853754	1849691	9606.ENSP00000351686	9606.ENSP00000314196	0	0	0	0	0	0	0	0.955	0.955
PDGFRB	KRAS	1844996	1844404	9606.ENSP00000261799	9606.ENSP00000256078	0	0	0	0	0.046	0.170	0.900	0.492	0.954
RIPK1	RIPK3	1844726	1842578	9606.ENSP00000259808	9606.ENSP00000216274	0	0	0	0.701	0	0.407	0.900	0.901	0.954
SRC	PDGFRB	1853652	1844996	9606.ENSP00000350941	9606.ENSP00000261799	0	0	0	0.672	0.052	0.380	0.900	0.842	0.953
SRC	KDR	1853652	1845437	9606.ENSP00000350941	9606.ENSP00000263923	0	0	0	0.675	0.052	0.380	0.900	0.823	0.953
EPHA6	FYN	1857844	1853081	9606.ENSP00000374323	9606.ENSP00000346671	0	0	0	0.760	0.054	0.541	0.900	0.069	0.953
ACTB	GAPDH	1853523	1843185	9606.ENSP00000349960	9606.ENSP00000229239	0	0	0	0	0.394	0.360	0	0.888	0.953
EPHB2	SRC	1856154	1853652	9606.ENSP00000363763	9606.ENSP00000350941	0	0	0	0.782	0.091	0.452	0.900	0.615	0.952
SRC	IGF1R	1853652	1845984	9606.ENSP00000350941	9606.ENSP00000268035	0	0	0	0.737	0.054	0.399	0.900	0.853	0.952
LYN	JAK2	1861765	1857411	9606.ENSP00000428924	9606.ENSP00000371067	0	0	0	0.719	0.137	0.360	0.900	0.723	0.952
IRF3	TRIM21	1849262	1844293	9606.ENSP00000310127	9606.ENSP00000254436	0	0	0	0	0	0.368	0.900	0.304	0.952
JAK2	RAF1	1857411	1844086	9606.ENSP00000371067	9606.ENSP00000251849	0	0	0	0.634	0.124	0.402	0.900	0.468	0.952
FYN	EPHB3	1853081	1851430	9606.ENSP00000346671	9606.ENSP00000332118	0	0	0	0.771	0.091	0.452	0.900	0.568	0.952
FGFR2	KRAS	1860837	1844404	9606.ENSP00000410294	9606.ENSP00000256078	0	0	0	0	0.046	0.180	0.900	0.448	0.951
ACTB	GSK3B	1853523	1850681	9606.ENSP00000349960	9606.ENSP00000324806	0	0	0	0	0.093	0.079	0.900	0.482	0.951
SRC	MET	1853652	1849944	9606.ENSP00000350941	9606.ENSP00000317272	0	0	0	0.714	0.099	0.398	0.900	0.630	0.951
MATK	KIT	1858261	1847112	9606.ENSP00000378485	9606.ENSP00000288135	0	0	0	0.705	0	0.381	0.900	0.790	0.950
JAK2	SRC	1857411	1853652	9606.ENSP00000371067	9606.ENSP00000350941	0	0	0	0.676	0.053	0.364	0.900	0.754	0.950
SYK	JAK1	1856371	1852670	9606.ENSP00000364898	9606.ENSP00000343204	0	0	0	0.675	0.106	0.414	0.900	0.429	0.950
PDGFRA	KRAS	1844502	1844404	9606.ENSP00000257290	9606.ENSP00000256078	0	0	0	0	0.046	0.170	0.900	0.448	0.950
EPHA6	FGR	1857844	1856028	9606.ENSP00000374323	9606.ENSP00000363115	0	0	0	0.743	0.054	0.518	0.900	0	0.950
JAK2	KRAS	1857411	1844404	9606.ENSP00000371067	9606.ENSP00000256078	0	0	0	0	0.075	0.170	0.900	0.418	0.949
JAK2	FYN	1857411	1853081	9606.ENSP00000371067	9606.ENSP00000346671	0	0	0	0.682	0.117	0.380	0.900	0.510	0.949
FGFR1	KRAS	1859710	1844404	9606.ENSP00000393312	9606.ENSP00000256078	0	0	0	0	0.046	0.180	0.900	0.434	0.949
FYN	PDGFRB	1853081	1844996	9606.ENSP00000346671	9606.ENSP00000261799	0	0	0	0.671	0.052	0.407	0.900	0.519	0.949
FYN	KRAS	1853081	1844404	9606.ENSP00000346671	9606.ENSP00000256078	0	0	0	0	0.119	0.271	0.900	0.287	0.948
LYN	KIT	1861765	1847112	9606.ENSP00000428924	9606.ENSP00000288135	0	0	0	0.695	0.053	0.360	0.900	0.736	0.948
SRC	CSK	1853652	1842776	9606.ENSP00000350941	9606.ENSP00000220003	0	0	0.511	0.885	0.052	0.402	0.900	0.937	0.948
FYN	BTK	1853081	1849039	9606.ENSP00000346671	9606.ENSP00000308176	0	0	0	0.863	0.064	0.451	0.900	0.608	0.948
JAK1	KRAS	1852670	1844404	9606.ENSP00000343204	9606.ENSP00000256078	0	0	0	0	0.079	0.253	0.900	0.342	0.948
SRC	BMX	1853652	1849112	9606.ENSP00000350941	9606.ENSP00000308774	0	0	0	0.837	0.064	0.451	0.900	0.403	0.947
ZAP70	CD4	1845655	1842167	9606.ENSP00000264972	9606.ENSP00000011653	0	0	0	0	0.107	0.358	0.900	0.193	0.947
SRC	EPHA4	1853652	1846745	9606.ENSP00000350941	9606.ENSP00000281821	0	0	0	0.784	0.091	0.422	0.900	0.366	0.947
FGFR3	KRAS	1852258	1844404	9606.ENSP00000339824	9606.ENSP00000256078	0	0	0	0	0.046	0.180	0.900	0.403	0.947
HCK	SYK	1856392	1856371	9606.ENSP00000365012	9606.ENSP00000364898	0	0	0	0.730	0.262	0.170	0.900	0.777	0.947
FYN	CSK	1853081	1842776	9606.ENSP00000346671	9606.ENSP00000220003	0	0	0.512	0.877	0.052	0.381	0.900	0.889	0.946
SRC	EPHA3	1853652	1852002	9606.ENSP00000350941	9606.ENSP00000337451	0	0	0	0.780	0.091	0.422	0.900	0.336	0.946
JAK2	PDGFRB	1857411	1844996	9606.ENSP00000371067	9606.ENSP00000261799	0	0	0	0.616	0	0.360	0.900	0.541	0.946
PDGFRB	PDGFRA	1844996	1844502	9606.ENSP00000261799	9606.ENSP00000257290	0	0	0	0.923	0.185	0.360	0.900	0.823	0.946
LCK	KIT	1852042	1847112	9606.ENSP00000337825	9606.ENSP00000288135	0	0	0	0.694	0	0.360	0.900	0.660	0.946
SRC	RET	1853652	1853238	9606.ENSP00000350941	9606.ENSP00000347942	0	0	0	0.732	0.056	0.394	0.900	0.453	0.945
LCK	CSK	1852042	1842776	9606.ENSP00000337825	9606.ENSP00000220003	0	0	0.506	0.887	0.084	0.360	0.900	0.812	0.945
IFNB1	JAK1	1857184	1852670	9606.ENSP00000369581	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0.477	0.945
IRAK1	MAP3K7	1855149	1855005	9606.ENSP00000358997	9606.ENSP00000358335	0	0	0	0.623	0.046	0.403	0.900	0.349	0.945
SYK	CD4	1856371	1842167	9606.ENSP00000364898	9606.ENSP00000011653	0	0	0	0	0	0.358	0.900	0.221	0.945
TRIM17	PML	1847521	1845989	9606.ENSP00000295033	9606.ENSP00000268058	0	0	0	0	0.055	0	0.900	0.470	0.945
FYN	EPHA3	1853081	1852002	9606.ENSP00000346671	9606.ENSP00000337451	0	0	0	0.779	0.091	0.422	0.900	0.251	0.945
ITK	ZAP70	1860098	1845655	9606.ENSP00000398655	9606.ENSP00000264972	0	0	0	0.691	0.206	0.170	0.900	0.793	0.945
EPHB2	YES1	1856154	1850671	9606.ENSP00000363763	9606.ENSP00000324740	0	0	0	0.782	0.091	0.422	0.900	0.167	0.944
YES1	KRAS	1850671	1844404	9606.ENSP00000324740	9606.ENSP00000256078	0	0	0	0	0.090	0.271	0.900	0.258	0.944
JAK3	LCK	1859586	1852042	9606.ENSP00000391676	9606.ENSP00000337825	0	0	0	0.704	0.053	0.360	0.900	0.529	0.944
KDR	FLT4	1845437	1845029	9606.ENSP00000263923	9606.ENSP00000261937	0	0	0	0.920	0.053	0.407	0.900	0.931	0.943
FYN	KDR	1853081	1845437	9606.ENSP00000346671	9606.ENSP00000263923	0	0	0	0.670	0.052	0.380	0.900	0.375	0.943
TEC	KIT	1857391	1847112	9606.ENSP00000370912	9606.ENSP00000288135	0	0	0	0.649	0	0.360	0.900	0.468	0.943
JAK2	YES1	1857411	1850671	9606.ENSP00000371067	9606.ENSP00000324740	0	0	0	0.678	0.053	0.407	0.900	0.197	0.942
FYN	KIT	1853081	1847112	9606.ENSP00000346671	9606.ENSP00000288135	0	0	0	0.684	0	0.360	0.900	0.454	0.942
ITK	SRC	1860098	1853652	9606.ENSP00000398655	9606.ENSP00000350941	0	0	0	0.854	0.064	0.387	0.900	0.552	0.942
ITGAM	HCK	1862188	1856392	9606.ENSP00000441691	9606.ENSP00000365012	0	0	0	0	0.261	0	0.900	0.282	0.942
LYN	CSK	1861765	1842776	9606.ENSP00000428924	9606.ENSP00000220003	0	0	0.496	0.878	0.053	0.360	0.900	0.630	0.942
FLT1	FLT4	1846791	1845029	9606.ENSP00000282397	9606.ENSP00000261937	0	0	0	0.898	0.053	0.380	0.900	0.832	0.941
FYN	EPHA8	1853081	1842296	9606.ENSP00000346671	9606.ENSP00000166244	0	0	0	0.764	0.054	0.410	0.900	0.202	0.941
JAK3	CD40LG	1859586	1855311	9606.ENSP00000391676	9606.ENSP00000359663	0	0	0	0	0	0	0.900	0.440	0.941
YES1	PDGFRB	1850671	1844996	9606.ENSP00000324740	9606.ENSP00000261799	0	0	0	0.668	0.052	0.380	0.900	0.279	0.941
JAK3	JAK1	1859586	1852670	9606.ENSP00000391676	9606.ENSP00000343204	0	0	0	0.898	0.078	0.360	0.900	0.886	0.941
SP100	TRIM21	1852651	1844293	9606.ENSP00000343023	9606.ENSP00000254436	0	0	0	0	0.172	0	0.900	0.337	0.940
MAP3K7	RIPK1	1855005	1844726	9606.ENSP00000358335	9606.ENSP00000259808	0	0	0	0.637	0.068	0.360	0.900	0.253	0.940
FGR	CSK	1856028	1842776	9606.ENSP00000363115	9606.ENSP00000220003	0	0	0	0.878	0.052	0.375	0.900	0.617	0.940
ABL1	SRC	1855665	1853652	9606.ENSP00000361423	9606.ENSP00000350941	0	0	0	0.896	0.053	0.360	0.900	0.894	0.940
LIMK2	LIMK1	1852270	1851917	9606.ENSP00000339916	9606.ENSP00000336740	0	0	0	0.951	0	0.407	0.900	0.860	0.940
LYN	BTK	1861765	1849039	9606.ENSP00000428924	9606.ENSP00000308176	0	0	0	0.877	0.054	0.360	0.900	0.830	0.940
EPHB2	ABL1	1856154	1855665	9606.ENSP00000363763	9606.ENSP00000361423	0	0	0	0.665	0.073	0.644	0.800	0.503	0.939
Capsid C	IRAK3	10004532	1844868	11082.PRO_0000037743	9606.ENSP00000261233	0	0	0	0	0	0	0	0.939	0.939
DDX58	JAK1	1857110	1852670	9606.ENSP00000369213	9606.ENSP00000343204	0	0	0	0	0.043	0	0.900	0.416	0.939
JAK1	TYK2	1852670	1845624	9606.ENSP00000343204	9606.ENSP00000264818	0	0	0	0.936	0.051	0.360	0.900	0.952	0.938
JAK3	TYK2	1859586	1845624	9606.ENSP00000391676	9606.ENSP00000264818	0	0	0	0.875	0.053	0.329	0.900	0.834	0.938
HCK	CSK	1856392	1842776	9606.ENSP00000365012	9606.ENSP00000220003	0	0	0	0.878	0.053	0.360	0.900	0.574	0.938
F2	FURIN	1849080	1846002	9606.ENSP00000308541	9606.ENSP00000268171	0.048	0	0	0	0	0	0.900	0.407	0.938
JAK1	PDGFRA	1852670	1844502	9606.ENSP00000343204	9606.ENSP00000257290	0	0	0	0.619	0	0.360	0.900	0.223	0.938
JAK2	TEC	1857411	1857391	9606.ENSP00000371067	9606.ENSP00000370912	0	0	0	0.663	0.055	0.360	0.900	0.182	0.937
FGFR4	KRAS	1847351	1844404	9606.ENSP00000292408	9606.ENSP00000256078	0	0	0	0	0.046	0.180	0.900	0.293	0.937
LCK	KRAS	1852042	1844404	9606.ENSP00000337825	9606.ENSP00000256078	0	0	0	0	0.046	0.170	0.900	0.308	0.937
MAP3K7	RIPK2	1855005	1842798	9606.ENSP00000358335	9606.ENSP00000220751	0	0	0	0.656	0	0.360	0.900	0.204	0.937
EPHB6	EPHB4	1858055	1853646	9606.ENSP00000376684	9606.ENSP00000350896	0	0	0	0.921	0	0.360	0.900	0.842	0.937
ACTA1	KDR	1854428	1845437	9606.ENSP00000355645	9606.ENSP00000263923	0	0	0	0	0.054	0.079	0.900	0.364	0.937
MAP3K11	KRAS	1849203	1844404	9606.ENSP00000309597	9606.ENSP00000256078	0	0	0	0	0.046	0.170	0.900	0.301	0.937
HCK	ABL1	1856392	1855665	9606.ENSP00000365012	9606.ENSP00000361423	0	0	0	0.895	0	0.360	0.900	0.500	0.936
ABL2	ABL1	1861715	1855665	9606.ENSP00000427562	9606.ENSP00000361423	0	0	0	0.933	0	0.360	0.900	0.658	0.936
ACTG2	ACTA2	1847542	1843003	9606.ENSP00000295137	9606.ENSP00000224784	0	0	0	0.990	0.389	0	0.900	0.528	0.936
CD8A	ZAP70	1846863	1845655	9606.ENSP00000283635	9606.ENSP00000264972	0	0	0	0	0.174	0.048	0.900	0.289	0.936
TEK	KRAS	1857139	1844404	9606.ENSP00000369375	9606.ENSP00000256078	0	0	0	0	0.046	0.170	0.900	0.276	0.935
HCK	SRC	1856392	1853652	9606.ENSP00000365012	9606.ENSP00000350941	0	0	0	0.962	0	0.360	0.900	0.736	0.935
SRC	FYN	1853652	1853081	9606.ENSP00000350941	9606.ENSP00000346671	0	0	0.527	0.977	0	0.360	0.900	0.930	0.935
LYN	SRC	1861765	1853652	9606.ENSP00000428924	9606.ENSP00000350941	0	0	0.526	0.961	0	0.349	0.900	0.894	0.935
LYN	LCK	1861765	1852042	9606.ENSP00000428924	9606.ENSP00000337825	0	0	0.525	0.974	0.055	0.349	0.900	0.786	0.935
LYN	KRAS	1861765	1844404	9606.ENSP00000428924	9606.ENSP00000256078	0	0	0	0	0.046	0.170	0.900	0.286	0.935
EPHB1	EPHB6	1858556	1858055	9606.ENSP00000381097	9606.ENSP00000376684	0	0	0	0.948	0	0.360	0.900	0.774	0.935
LYN	TEC	1861765	1857391	9606.ENSP00000428924	9606.ENSP00000370912	0	0	0	0.871	0.043	0.360	0.900	0.194	0.934
