#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDC27	CDC20	1861977	1849070	9606.ENSP00000434614	9606.ENSP00000308450	0	0	0	0	0.079	0.975	0.900	0.897	0.999
HIST2H2BE	HIST1H2AD	1854962	1852412	9606.ENSP00000358151	9606.ENSP00000341094	0	0	0	0	0.869	0.870	0.900	0.560	0.999
CD40	CD40LG	1855654	1855311	9606.ENSP00000361359	9606.ENSP00000359663	0	0	0	0	0	0.866	0.900	0.975	0.999
HIST1H2BB	HIST1H2AD	1853610	1852412	9606.ENSP00000350580	9606.ENSP00000341094	0	0	0	0	0.867	0.924	0.900	0.522	0.999
HIST1H2BO	HIST1H2AE	1848526	1848523	9606.ENSP00000303408	9606.ENSP00000303373	0	0	0	0	0.903	0.878	0.800	0.735	0.999
CDC23	CDC20	1858243	1849070	9606.ENSP00000378350	9606.ENSP00000308450	0	0	0	0	0.066	0.988	0.900	0.801	0.999
HIST1H2BK	HIST1H2AC	1853439	1850346	9606.ENSP00000349430	9606.ENSP00000321389	0	0	0	0	0.964	0.531	0.900	0.573	0.999
HIST1H2AD	HIST1H2BO	1852412	1848526	9606.ENSP00000341094	9606.ENSP00000303408	0	0	0	0	0.870	0.831	0.900	0.628	0.999
FGG	FGA	1851932	1848835	9606.ENSP00000336829	9606.ENSP00000306361	0	0	0	0.784	0.953	0.992	0.900	0.865	0.999
CALM1	NOS3	1853445	1847875	9606.ENSP00000349467	9606.ENSP00000297494	0	0	0	0	0	0.980	0.800	0.919	0.999
HIST2H2AA3	HIST2H2BE	1854966	1854962	9606.ENSP00000358158	9606.ENSP00000358151	0	0	0	0	0.859	0.417	0.900	0.987	0.999
TLR4	TRAF6	1856025	1852047	9606.ENSP00000363089	9606.ENSP00000337853	0	0	0	0	0.079	0.967	0.900	0.783	0.999
PSMD4	PSMB7	1854905	1844696	9606.ENSP00000357879	9606.ENSP00000259457	0	0	0	0	0.505	0.994	0.900	0.120	0.999
JUN	MAPK8	1855436	1853988	9606.ENSP00000360266	9606.ENSP00000353483	0	0	0	0	0	0.662	0.900	0.988	0.999
HIST2H2BE	HIST2H2AC	1854962	1851443	9606.ENSP00000358151	9606.ENSP00000332194	0	0	0	0	0.859	0.601	0.900	0.987	0.999
CDC27	CDC23	1861977	1858243	9606.ENSP00000434614	9606.ENSP00000378350	0	0	0	0.652	0.142	0.997	0.900	0.971	0.999
HIST3H2BB	HIST1H2AD	1857956	1852412	9606.ENSP00000375736	9606.ENSP00000341094	0	0	0	0	0.859	0.924	0.900	0.527	0.999
FZR1	CDC23	1858270	1858243	9606.ENSP00000378529	9606.ENSP00000378350	0	0	0	0	0.066	0.988	0.900	0.676	0.999
TSC1	TSC2	1847972	1842755	9606.ENSP00000298552	9606.ENSP00000219476	0	0	0	0	0.114	0.888	0.900	0.974	0.999
HIST1H2BO	H2AFZ	1848526	1847723	9606.ENSP00000303408	9606.ENSP00000296417	0	0	0	0	0.739	0.841	0.900	0.611	0.998
MYO5B	RAB11A	1846944	1845020	9606.ENSP00000285039	9606.ENSP00000261890	0	0	0	0	0.055	0.903	0.900	0.881	0.998
BCL2	TP53	1851168	1846083	9606.ENSP00000329623	9606.ENSP00000269305	0	0	0	0	0	0.397	0.900	0.977	0.998
HIST1H2BL	HIST1H2AD	1856676	1852412	9606.ENSP00000366618	9606.ENSP00000341094	0	0	0	0	0.859	0.787	0.900	0.610	0.998
HIST1H2AD	HIST1H2BA	1852412	1846410	9606.ENSP00000341094	9606.ENSP00000274764	0	0	0	0	0.859	0.736	0.900	0.543	0.998
HIST2H2AA3	HIST1H2BD	1854966	1847163	9606.ENSP00000358158	9606.ENSP00000289316	0	0	0	0	0.944	0.417	0.900	0.654	0.998
HIST1H2BK	HIST1H2AE	1853439	1848523	9606.ENSP00000349430	9606.ENSP00000303373	0	0	0	0	0.887	0.878	0.800	0.502	0.998
HIST1H2BB	HIST1H2AB	1853610	1844723	9606.ENSP00000350580	9606.ENSP00000259791	0	0	0	0	0.859	0.975	0	0.612	0.998
H2AFX	HIST2H2BE	1856252	1854962	9606.ENSP00000364310	9606.ENSP00000358151	0	0	0	0	0.859	0.687	0.900	0.734	0.998
HIST1H2BB	HIST1H2AA	1853610	1847815	9606.ENSP00000350580	9606.ENSP00000297012	0	0	0	0	0.859	0.756	0.900	0.600	0.998
HIST2H2BE	HIST1H2AE	1854962	1848523	9606.ENSP00000358151	9606.ENSP00000303373	0	0	0	0	0.859	0.878	0.800	0.707	0.998
HIST2H2BE	H2AFZ	1854962	1847723	9606.ENSP00000358151	9606.ENSP00000296417	0	0	0	0	0.739	0.808	0.900	0.782	0.998
HIST3H2BB	HIST1H2AE	1857956	1848523	9606.ENSP00000375736	9606.ENSP00000303373	0	0	0	0	0.859	0.878	0.800	0.541	0.998
TP53	CDKN1A	1846083	1843736	9606.ENSP00000269305	9606.ENSP00000244741	0	0	0	0	0	0.574	0.900	0.963	0.998
CDC27	FZR1	1861977	1858270	9606.ENSP00000434614	9606.ENSP00000378529	0	0	0	0	0.079	0.880	0.900	0.860	0.998
HIST3H2BB	HIST2H2AB	1857956	1851519	9606.ENSP00000375736	9606.ENSP00000332790	0	0	0	0	0.863	0.649	0.900	0.635	0.998
HIST2H2AA3	HIST1H2BK	1854966	1853439	9606.ENSP00000358158	9606.ENSP00000349430	0	0	0	0	0.954	0.417	0.900	0.575	0.998
HIST1H2BB	HIST1H2AE	1853610	1848523	9606.ENSP00000350580	9606.ENSP00000303373	0	0	0	0	0.866	0.878	0.800	0.669	0.998
HIST1H2BN	HIST1H2AD	1858441	1852412	9606.ENSP00000380177	9606.ENSP00000341094	0	0	0	0	0.863	0.854	0.900	0.549	0.998
EGFR	KRAS	1846445	1844404	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0	0.612	0.900	0.965	0.998
HSP90AA1	HSPA4	1851814	1848476	9606.ENSP00000335153	9606.ENSP00000302961	0	0	0	0	0.531	0.848	0	0.986	0.998
HIST1H2AD	HIST1H2BD	1852412	1847163	9606.ENSP00000341094	9606.ENSP00000289316	0	0	0	0	0.876	0.732	0.900	0.512	0.998
HIST1H2BK	HIST1H2AD	1853439	1852412	9606.ENSP00000349430	9606.ENSP00000341094	0	0	0	0	0.868	0.831	0.900	0.555	0.998
HIST1H2BH	HIST1H2AD	1853333	1852412	9606.ENSP00000348706	9606.ENSP00000341094	0	0	0	0	0.887	0.831	0.900	0.527	0.998
HIST1H2AE	HIST1H2BA	1848523	1846410	9606.ENSP00000303373	9606.ENSP00000274764	0	0	0	0	0.859	0.878	0.800	0.602	0.998
HIST1H2BO	HIST1H2AB	1848526	1844723	9606.ENSP00000303408	9606.ENSP00000259791	0	0	0	0	0.866	0.964	0	0.498	0.997
JUN	MAPK1	1855436	1842512	9606.ENSP00000360266	9606.ENSP00000215832	0	0	0	0	0	0.414	0.900	0.962	0.997
HIST1H2BB	HIST2H2AB	1853610	1851519	9606.ENSP00000350580	9606.ENSP00000332790	0	0	0	0	0.859	0.649	0.900	0.584	0.997
HRAS	EGFR	1849235	1846445	9606.ENSP00000309845	9606.ENSP00000275493	0	0	0	0	0	0.420	0.900	0.965	0.997
HIST1H2BL	HIST3H2A	1856676	1854432	9606.ENSP00000366618	9606.ENSP00000355656	0	0	0	0	0.906	0.531	0.900	0.527	0.997
HIST2H2BE	HIST1H2BB	1854962	1853610	9606.ENSP00000358151	9606.ENSP00000350580	0	0	0	0.988	0.047	0.979	0.900	0.420	0.997
MYH11	ACTA2	1858384	1843003	9606.ENSP00000379616	9606.ENSP00000224784	0	0	0	0	0.439	0.749	0.900	0.859	0.997
LILRB2	HLA-G	1857946	1853986	9606.ENSP00000375629	9606.ENSP00000353472	0	0	0	0	0	0.867	0.900	0.851	0.997
CASP3	CYCS	1849375	1848998	9606.ENSP00000311032	9606.ENSP00000307786	0	0	0	0	0	0	0.900	0.972	0.997
HIST1H2BN	HIST2H2AB	1858441	1851519	9606.ENSP00000380177	9606.ENSP00000332790	0	0	0	0	0.868	0.649	0.900	0.502	0.997
HIST3H2BB	H2AFX	1857956	1856252	9606.ENSP00000375736	9606.ENSP00000364310	0	0	0	0	0.859	0.649	0.900	0.510	0.997
HIST1H2BH	H2AFV	1853333	1849067	9606.ENSP00000348706	9606.ENSP00000308405	0	0	0	0	0.739	0.841	0.900	0.516	0.997
HIST1H2BL	HIST1H2AC	1856676	1850346	9606.ENSP00000366618	9606.ENSP00000321389	0	0	0	0	0.867	0.649	0.900	0.509	0.997
HIST2H2BE	H2AFV	1854962	1849067	9606.ENSP00000358151	9606.ENSP00000308405	0	0	0	0	0.739	0.808	0.900	0.602	0.997
HIST2H2BF	HIST1H2AA	1862300	1847815	9606.ENSP00000445831	9606.ENSP00000297012	0	0	0	0	0.859	0.531	0.900	0.602	0.997
HIST1H2BB	HIST1H2AC	1853610	1850346	9606.ENSP00000350580	9606.ENSP00000321389	0	0	0	0	0.859	0.649	0.900	0.501	0.997
HIST1H2BN	H2AFJ	1858441	1857794	9606.ENSP00000380177	9606.ENSP00000373730	0	0	0	0	0.859	0.649	0.900	0.504	0.997
H2AFX	HIST1H2BB	1856252	1853610	9606.ENSP00000364310	9606.ENSP00000350580	0	0	0	0	0.859	0.649	0.900	0.539	0.997
HIST3H2BB	H2AFJ	1857956	1857794	9606.ENSP00000375736	9606.ENSP00000373730	0	0	0	0	0.859	0.649	0.900	0.515	0.997
HIST1H2BB	HIST1H2AJ	1853610	1851044	9606.ENSP00000350580	9606.ENSP00000328484	0	0	0	0	0.867	0.649	0.900	0.560	0.997
NOS3	CALM3	1847875	1847279	9606.ENSP00000297494	9606.ENSP00000291295	0	0	0	0	0	0.970	0	0.919	0.997
H2AFY	HIST2H2BE	1861595	1854962	9606.ENSP00000423563	9606.ENSP00000358151	0	0	0	0	0.859	0.758	0.800	0.693	0.997
HIST1H2BK	HIST1H2AA	1853439	1847815	9606.ENSP00000349430	9606.ENSP00000297012	0	0	0	0	0.859	0.531	0.900	0.601	0.997
HIST1H2BL	H2AFX	1856676	1856252	9606.ENSP00000366618	9606.ENSP00000364310	0	0	0	0	0.859	0.649	0.900	0.510	0.997
HIST3H2BB	HIST1H2AJ	1857956	1851044	9606.ENSP00000375736	9606.ENSP00000328484	0	0	0	0	0.859	0.649	0.900	0.498	0.997
HIST2H2BE	H2AFB1	1854962	1853054	9606.ENSP00000358151	9606.ENSP00000346450	0	0	0	0	0.859	0.417	0.900	0.706	0.997
H2AFY	HIST1H2BB	1861595	1853610	9606.ENSP00000423563	9606.ENSP00000350580	0	0	0	0	0.859	0.783	0.800	0.573	0.997
HIST1H2BH	H2AFZ	1853333	1847723	9606.ENSP00000348706	9606.ENSP00000296417	0	0	0	0	0.739	0.841	0.900	0.504	0.997
H2AFJ	HIST1H2BB	1857794	1853610	9606.ENSP00000373730	9606.ENSP00000350580	0	0	0	0	0.859	0.649	0.900	0.506	0.997
TLR4	MAP3K7	1856025	1855005	9606.ENSP00000363089	9606.ENSP00000358335	0.050	0	0	0	0	0.967	0.900	0.365	0.997
HIST2H2AC	HIST1H2BA	1851443	1846410	9606.ENSP00000332194	9606.ENSP00000274764	0	0	0	0	0.859	0.610	0.900	0.675	0.997
HIST2H2BF	HIST1H2AD	1862300	1852412	9606.ENSP00000445831	9606.ENSP00000341094	0	0	0	0	0.868	0.675	0.900	0.498	0.997
HIST1H2BL	HIST1H2AJ	1856676	1851044	9606.ENSP00000366618	9606.ENSP00000328484	0	0	0	0	0.879	0.649	0.900	0.536	0.997
RB1	CCND1	1845924	1843117	9606.ENSP00000267163	9606.ENSP00000227507	0	0	0	0	0.058	0.572	0.900	0.948	0.997
HIST1H2BK	HIST2H2AB	1853439	1851519	9606.ENSP00000349430	9606.ENSP00000332790	0	0	0	0	0.859	0.531	0.900	0.635	0.997
HIST3H2BB	HIST1H2AC	1857956	1850346	9606.ENSP00000375736	9606.ENSP00000321389	0	0	0	0	0.859	0.649	0.900	0.541	0.997
HIST1H2BK	HIST1H2AB	1853439	1844723	9606.ENSP00000349430	9606.ENSP00000259791	0	0	0	0	0.859	0.964	0	0.498	0.997
HIST1H2BL	HIST2H2AB	1856676	1851519	9606.ENSP00000366618	9606.ENSP00000332790	0	0	0	0	0.863	0.649	0.900	0.498	0.997
AKT1	TSC2	1846136	1842755	9606.ENSP00000270202	9606.ENSP00000219476	0	0	0	0	0.057	0.569	0.900	0.934	0.997
CHEK2	CDC25C	1857546	1850370	9606.ENSP00000372023	9606.ENSP00000321656	0	0	0	0	0.149	0.680	0.900	0.906	0.997
HIST1H2BN	H2AFX	1858441	1856252	9606.ENSP00000380177	9606.ENSP00000364310	0	0	0	0	0.859	0.649	0.900	0.500	0.997
TUBB	TUBA1A	1852162	1848244	9606.ENSP00000339001	9606.ENSP00000301071	0	0	0	0.920	0.739	0.924	0.900	0.752	0.997
HIST3H2BB	HIST3H2A	1857956	1854432	9606.ENSP00000375736	9606.ENSP00000355656	0	0	0	0	0.868	0.531	0.900	0.667	0.997
HIST1H2BN	HIST1H2AC	1858441	1850346	9606.ENSP00000380177	9606.ENSP00000321389	0	0	0	0	0.859	0.649	0.900	0.523	0.997
CDKN1A	CCND1	1843736	1843117	9606.ENSP00000244741	9606.ENSP00000227507	0	0	0	0	0	0.780	0.900	0.911	0.997
H2AFV	HIST1H2BO	1849067	1848526	9606.ENSP00000308405	9606.ENSP00000303408	0	0	0	0	0.739	0.841	0.900	0.504	0.997
HIST2H2BE	HIST3H2A	1854962	1854432	9606.ENSP00000358151	9606.ENSP00000355656	0	0	0	0	0.859	0.531	0.900	0.693	0.997
HIST1H2BN	HIST1H2AJ	1858441	1851044	9606.ENSP00000380177	9606.ENSP00000328484	0	0	0	0	0.859	0.649	0.900	0.518	0.997
HSP90AA1	HSP90AB1	1851814	1850780	9606.ENSP00000335153	9606.ENSP00000325875	0	0	0.527	0.984	0.502	0.945	0.900	0.900	0.997
HIST2H2BF	HIST2H2AB	1862300	1851519	9606.ENSP00000445831	9606.ENSP00000332790	0	0	0	0	0.864	0.531	0.900	0.621	0.997
HIST1H2BK	H2AFV	1853439	1849067	9606.ENSP00000349430	9606.ENSP00000308405	0	0	0	0	0.739	0.841	0.900	0.504	0.997
CYCS	BCL2L1	1848998	1848421	9606.ENSP00000307786	9606.ENSP00000302564	0	0	0	0	0	0.722	0.900	0.902	0.997
HIST3H2BB	HIST1H2AA	1857956	1847815	9606.ENSP00000375736	9606.ENSP00000297012	0	0	0	0	0.859	0.531	0.900	0.620	0.997
HIST1H2AJ	HIST1H2BO	1851044	1848526	9606.ENSP00000328484	9606.ENSP00000303408	0	0	0	0	0.875	0.531	0.900	0.547	0.997
HIST2H2BE	HIST1H2AA	1854962	1847815	9606.ENSP00000358151	9606.ENSP00000297012	0	0	0	0	0.859	0.531	0.900	0.671	0.997
H2AFJ	HIST1H2BL	1857794	1856676	9606.ENSP00000373730	9606.ENSP00000366618	0	0	0	0	0.859	0.649	0.900	0.498	0.997
HIST2H2BE	HIST2H2AB	1854962	1851519	9606.ENSP00000358151	9606.ENSP00000332790	0	0	0	0	0.859	0.531	0.900	0.651	0.997
FGG	F2	1851932	1849080	9606.ENSP00000336829	9606.ENSP00000308541	0	0	0	0	0.708	0.827	0.900	0.635	0.997
HIST2H2AB	HIST1H2BO	1851519	1848526	9606.ENSP00000332790	9606.ENSP00000303408	0	0	0	0	0.859	0.531	0.900	0.498	0.996
HIST1H2BO	HIST1H2AA	1848526	1847815	9606.ENSP00000303408	9606.ENSP00000297012	0	0	0	0	0.859	0.531	0.900	0.498	0.996
MYC	TP53	1856789	1846083	9606.ENSP00000367207	9606.ENSP00000269305	0	0	0	0	0.055	0.095	0.900	0.965	0.996
HIST1H2BH	HIST2H2AB	1853333	1851519	9606.ENSP00000348706	9606.ENSP00000332790	0	0	0	0	0.859	0.531	0.900	0.515	0.996
H2AFJ	HIST1H2BK	1857794	1853439	9606.ENSP00000373730	9606.ENSP00000349430	0	0	0	0	0.859	0.531	0.900	0.506	0.996
H2AFX	HIST1H2BO	1856252	1848526	9606.ENSP00000364310	9606.ENSP00000303408	0	0	0	0	0.859	0.531	0.900	0.540	0.996
HIST2H2BE	HIST1H2AC	1854962	1850346	9606.ENSP00000358151	9606.ENSP00000321389	0	0	0	0	0.859	0.531	0.900	0.547	0.996
H2AFJ	HIST2H2BE	1857794	1854962	9606.ENSP00000373730	9606.ENSP00000358151	0	0	0	0	0.859	0.531	0.900	0.523	0.996
HIST1H2BH	HIST1H2AC	1853333	1850346	9606.ENSP00000348706	9606.ENSP00000321389	0	0	0	0	0.870	0.531	0.900	0.506	0.996
HIST2H2BF	HIST1H2AC	1862300	1850346	9606.ENSP00000445831	9606.ENSP00000321389	0	0	0	0	0.867	0.531	0.900	0.498	0.996
CREB1	FOS	1859295	1848822	9606.ENSP00000387699	9606.ENSP00000306245	0	0	0	0	0.051	0.098	0.900	0.960	0.996
H2AFZ	HIST1H2BA	1847723	1846410	9606.ENSP00000296417	9606.ENSP00000274764	0	0	0	0	0.739	0.718	0.900	0.577	0.996
H2AFJ	HIST1H2BA	1857794	1846410	9606.ENSP00000373730	9606.ENSP00000274764	0	0	0	0	0.859	0.531	0.900	0.498	0.996
HIST2H2AA3	HIST1H2BO	1854966	1848526	9606.ENSP00000358158	9606.ENSP00000303408	0	0	0	0	0.859	0.417	0.900	0.667	0.996
HIST3H2A	HIST1H2BA	1854432	1846410	9606.ENSP00000355656	9606.ENSP00000274764	0	0	0	0	0.859	0.531	0.900	0.498	0.996
HIST1H2AC	HIST1H2BA	1850346	1846410	9606.ENSP00000321389	9606.ENSP00000274764	0	0	0	0	0.859	0.531	0.900	0.498	0.996
HIST1H2BN	HIST2H2AA3	1858441	1854966	9606.ENSP00000380177	9606.ENSP00000358158	0	0	0	0	0.859	0.417	0.900	0.577	0.996
HIST2H2AC	HIST1H2BO	1851443	1848526	9606.ENSP00000332194	9606.ENSP00000303408	0	0	0	0	0.859	0.417	0.900	0.655	0.996
HIST1H2AH	HIST1H2BL	1856690	1856676	9606.ENSP00000366679	9606.ENSP00000366618	0	0	0	0	0.859	0.417	0.900	0.574	0.996
HIST2H2BF	HIST1H2AH	1862300	1856690	9606.ENSP00000445831	9606.ENSP00000366679	0	0	0	0	0.859	0.417	0.900	0.580	0.996
H2AFY2	HIST2H2BE	1855864	1854962	9606.ENSP00000362352	9606.ENSP00000358151	0	0	0	0	0.859	0.676	0.800	0.651	0.996
FOS	MAPK1	1848822	1842512	9606.ENSP00000306245	9606.ENSP00000215832	0	0	0	0	0	0.544	0.900	0.927	0.996
JUN	MAPK3	1855436	1845265	9606.ENSP00000360266	9606.ENSP00000263025	0	0	0	0	0	0.381	0.900	0.944	0.996
HIST1H2AH	HIST1H2BO	1856690	1848526	9606.ENSP00000366679	9606.ENSP00000303408	0	0	0	0	0.859	0.417	0.900	0.598	0.996
H2AFV	HIST1H2BD	1849067	1847163	9606.ENSP00000308405	9606.ENSP00000289316	0	0	0	0	0.739	0.758	0.900	0.532	0.996
HIST2H2AB	HIST1H2BA	1851519	1846410	9606.ENSP00000332790	9606.ENSP00000274764	0	0	0	0	0.859	0.575	0.900	0.530	0.996
H2AFY	HIST1H2BA	1861595	1846410	9606.ENSP00000423563	9606.ENSP00000274764	0	0	0	0	0.859	0.728	0.800	0.593	0.996
IRS1	INS	1848682	1844030	9606.ENSP00000304895	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.965	0.996
HIST1H2BN	HIST3H2A	1858441	1854432	9606.ENSP00000380177	9606.ENSP00000355656	0	0	0	0	0.865	0.531	0.900	0.515	0.996
HIST3H2A	HIST1H2BK	1854432	1853439	9606.ENSP00000355656	9606.ENSP00000349430	0	0	0	0	0.870	0.531	0.900	0.556	0.996
HIST3H2A	HIST1H2BD	1854432	1847163	9606.ENSP00000355656	9606.ENSP00000289316	0	0	0	0	0.867	0.531	0.900	0.512	0.996
HIST1H2BN	HIST1H2AA	1858441	1847815	9606.ENSP00000380177	9606.ENSP00000297012	0	0	0	0	0.859	0.531	0.900	0.564	0.996
HIST2H2BF	H2AFY	1862300	1861595	9606.ENSP00000445831	9606.ENSP00000423563	0	0	0	0	0.859	0.676	0.800	0.624	0.996
H2AFB1	HIST1H2BO	1853054	1848526	9606.ENSP00000346450	9606.ENSP00000303408	0	0	0	0	0.859	0.417	0.900	0.600	0.996
H2AFX	HIST1H2BK	1856252	1853439	9606.ENSP00000364310	9606.ENSP00000349430	0	0	0	0	0.859	0.531	0.900	0.517	0.996
HIST3H2A	HIST1H2BO	1854432	1848526	9606.ENSP00000355656	9606.ENSP00000303408	0	0	0	0	0.870	0.531	0.900	0.498	0.996
TP53	RB1	1846083	1845924	9606.ENSP00000269305	9606.ENSP00000267163	0	0	0	0	0	0.325	0.900	0.951	0.996
HIST1H2BK	HIST1H2AJ	1853439	1851044	9606.ENSP00000349430	9606.ENSP00000328484	0	0	0	0	0.859	0.531	0.900	0.523	0.996
HIST1H2AH	HIST1H2BK	1856690	1853439	9606.ENSP00000366679	9606.ENSP00000349430	0	0	0	0	0.859	0.417	0.900	0.586	0.996
HIST2H2BF	HIST1H2AJ	1862300	1851044	9606.ENSP00000445831	9606.ENSP00000328484	0	0	0	0	0.859	0.531	0.900	0.583	0.996
NOS3	AKT1	1847875	1846136	9606.ENSP00000297494	9606.ENSP00000270202	0	0	0	0	0.055	0.606	0.900	0.921	0.996
HSP90AA1	AKT1	1851814	1846136	9606.ENSP00000335153	9606.ENSP00000270202	0	0	0	0	0.053	0.734	0.900	0.879	0.996
HIST1H2BB	HIST1H2BO	1853610	1848526	9606.ENSP00000350580	9606.ENSP00000303408	0	0	0	0.988	0.109	0.961	0.900	0.365	0.996
HIST1H2AH	HIST2H2BE	1856690	1854962	9606.ENSP00000366679	9606.ENSP00000358151	0	0	0	0	0.859	0.417	0.900	0.586	0.996
HIST2H2AC	HIST1H2BD	1851443	1847163	9606.ENSP00000332194	9606.ENSP00000289316	0	0	0	0	0.859	0.417	0.900	0.636	0.996
HIST1H2AJ	HIST1H2BA	1851044	1846410	9606.ENSP00000328484	9606.ENSP00000274764	0	0	0	0	0.859	0.531	0.900	0.498	0.996
H2AFJ	HIST1H2BD	1857794	1847163	9606.ENSP00000373730	9606.ENSP00000289316	0	0	0	0	0.859	0.531	0.900	0.502	0.996
H2AFJ	HIST1H2BO	1857794	1848526	9606.ENSP00000373730	9606.ENSP00000303408	0	0	0	0	0.859	0.531	0.900	0.526	0.996
HIST1H2AJ	HIST1H2BD	1851044	1847163	9606.ENSP00000328484	9606.ENSP00000289316	0	0	0	0	0.872	0.531	0.900	0.515	0.996
H2AFX	HIST1H2BD	1856252	1847163	9606.ENSP00000364310	9606.ENSP00000289316	0	0	0	0	0.859	0.531	0.900	0.504	0.996
HIST1H2AA	HIST1H2BD	1847815	1847163	9606.ENSP00000297012	9606.ENSP00000289316	0	0	0	0	0.859	0.531	0.900	0.523	0.996
MAPK8	FOS	1853988	1848822	9606.ENSP00000353483	9606.ENSP00000306245	0	0	0	0	0	0.340	0.900	0.944	0.996
HIST2H2AA3	HIST1H2BA	1854966	1846410	9606.ENSP00000358158	9606.ENSP00000274764	0	0	0	0	0.859	0.417	0.900	0.675	0.996
HIST2H2AB	HIST1H2BD	1851519	1847163	9606.ENSP00000332790	9606.ENSP00000289316	0	0	0	0	0.859	0.531	0.900	0.589	0.996
HIST1H2AC	HIST1H2BO	1850346	1848526	9606.ENSP00000321389	9606.ENSP00000303408	0	0	0	0	0.870	0.531	0.900	0.517	0.996
HIST1H2BB	H2AFV	1853610	1849067	9606.ENSP00000350580	9606.ENSP00000308405	0	0	0	0	0.739	0.691	0.900	0.565	0.996
H2AFJ	HIST1H2BH	1857794	1853333	9606.ENSP00000373730	9606.ENSP00000348706	0	0	0	0	0.859	0.531	0.900	0.498	0.996
CHEK2	CDC25A	1857546	1848560	9606.ENSP00000372023	9606.ENSP00000303706	0	0	0	0	0.106	0.680	0.900	0.878	0.996
EGFR	TP53	1846445	1846083	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.126	0.900	0.958	0.996
HIST1H2BN	HIST2H2AC	1858441	1851443	9606.ENSP00000380177	9606.ENSP00000332194	0	0	0	0	0.862	0.417	0.900	0.574	0.996
H2AFB1	HIST1H2BA	1853054	1846410	9606.ENSP00000346450	9606.ENSP00000274764	0	0	0	0	0.859	0.417	0.900	0.635	0.996
HLA-A	LILRB1	1856558	1849833	9606.ENSP00000366005	9606.ENSP00000315997	0	0	0	0	0	0.869	0.900	0.743	0.996
HIST3H2A	HIST1H2BB	1854432	1853610	9606.ENSP00000355656	9606.ENSP00000350580	0	0	0	0	0.859	0.531	0.900	0.586	0.996
HIST1H2BH	HIST1H2AA	1853333	1847815	9606.ENSP00000348706	9606.ENSP00000297012	0	0	0	0	0.859	0.531	0.900	0.508	0.996
F2	FGA	1849080	1848835	9606.ENSP00000308541	9606.ENSP00000306361	0	0	0	0	0.570	0.831	0.900	0.528	0.996
HIST1H2BH	HIST1H2AJ	1853333	1851044	9606.ENSP00000348706	9606.ENSP00000328484	0	0	0	0	0.875	0.531	0.900	0.498	0.996
HIST3H2A	HIST1H2BH	1854432	1853333	9606.ENSP00000355656	9606.ENSP00000348706	0	0	0	0	0.859	0.531	0.900	0.527	0.996
