#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PSMD11	PSMD7	1844971	1842741	9606.ENSP00000261712	9606.ENSP00000219313	0	0	0	0	0.775	0.997	0.900	0.622	0.999
RPL37A	RPL11	1861343	1856140	9606.ENSP00000418082	9606.ENSP00000363676	0	0	0	0	0.973	0.886	0.900	0.249	0.999
RPL10A	RPL4	1856010	1849420	9606.ENSP00000363018	9606.ENSP00000311430	0.309	0	0	0	0.975	0.946	0.924	0.490	0.999
MCM3	MCM5	1843226	1842548	9606.ENSP00000229854	9606.ENSP00000216122	0	0	0.438	0.761	0.965	0.990	0.900	0.937	0.999
GTF2E1	TBP	1846870	1843249	9606.ENSP00000283875	9606.ENSP00000230354	0	0	0	0	0.101	0.976	0.900	0.603	0.999
SEH1L	NUP98	1858770	1849839	9606.ENSP00000382779	9606.ENSP00000316032	0	0	0	0	0.121	0.997	0.900	0.743	0.999
RPSA	RPS9	1853012	1848467	9606.ENSP00000346067	9606.ENSP00000302896	0.309	0	0	0	0.952	0.997	0.924	0.318	0.999
RPS7	RPS23	1852173	1847772	9606.ENSP00000339095	9606.ENSP00000296674	0	0	0	0	0.964	0.988	0.900	0.257	0.999
RPS19	RPS6	1864285	1857216	9606.ENSP00000470004	9606.ENSP00000369757	0	0	0	0	0.971	0.997	0.900	0.533	0.999
RPS17	RPS12	1853007	1843234	9606.ENSP00000346045	9606.ENSP00000230050	0	0	0	0	0.989	0.999	0	0.531	0.999
PSMA3	PSMC4	1842599	1842267	9606.ENSP00000216455	9606.ENSP00000157812	0	0	0	0	0.548	0.997	0.900	0.307	0.999
POLR2F	POLR2G	1860435	1848338	9606.ENSP00000403852	9606.ENSP00000301788	0	0	0	0	0.275	0.997	0.900	0.907	0.999
RPL18	RPS21	1862361	1852991	9606.ENSP00000447001	9606.ENSP00000345957	0	0	0	0	0.960	0.774	0.900	0.193	0.999
RPS9	RPL35	1848467	1844699	9606.ENSP00000302896	9606.ENSP00000259469	0.309	0	0	0	0.952	0.775	0.924	0.355	0.999
RPS13	RPL15	1862013	1849166	9606.ENSP00000435777	9606.ENSP00000309334	0	0	0	0	0.970	0.857	0.900	0.513	0.999
CDC45	MCM5	1860553	1842548	9606.ENSP00000405726	9606.ENSP00000216122	0	0	0	0	0.940	0.956	0.900	0.893	0.999
RPS15	RPS9	1863987	1848467	9606.ENSP00000467676	9606.ENSP00000302896	0.309	0	0	0	0.952	0.997	0.924	0.493	0.999
PSMD4	PSMA5	1854905	1846187	9606.ENSP00000357879	9606.ENSP00000271308	0	0	0	0	0.704	0.997	0.900	0.235	0.999
PSMD3	PSMD11	1845579	1844971	9606.ENSP00000264639	9606.ENSP00000261712	0	0	0	0	0.856	0.997	0.900	0.796	0.999
RPS9	RPS16	1848467	1844060	9606.ENSP00000302896	9606.ENSP00000251453	0.309	0	0	0	0.952	0.998	0.924	0.365	0.999
RPL9	RPS15A	1853003	1850066	9606.ENSP00000346022	9606.ENSP00000318646	0.309	0	0	0	0.971	0.884	0.924	0.457	0.999
RPSA	RPS21	1853012	1852991	9606.ENSP00000346067	9606.ENSP00000345957	0	0	0	0	0.959	0.997	0.900	0.147	0.999
PSMD13	PSMD12	1859976	1853297	9606.ENSP00000396937	9606.ENSP00000348442	0	0	0	0	0.899	0.989	0.900	0.847	0.999
RPS24	RPL19	1861076	1843024	9606.ENSP00000414321	9606.ENSP00000225430	0	0	0	0	0.964	0.920	0.900	0.439	0.999
RPS6	RPS3A	1857216	1853009	9606.ENSP00000369757	9606.ENSP00000346050	0	0	0	0	0.966	0.997	0.900	0.539	0.999
RPL37A	RPS21	1861343	1852991	9606.ENSP00000418082	9606.ENSP00000345957	0	0	0	0	0.970	0.774	0.900	0.409	0.999
PSMA5	PSMB3	1846187	1843022	9606.ENSP00000271308	9606.ENSP00000225426	0	0	0	0	0.961	0.997	0.900	0.524	0.999
RPS2	RPLP0	1852518	1852166	9606.ENSP00000341885	9606.ENSP00000339027	0.309	0	0	0	0.988	0.949	0.924	0.450	0.999
PSMD14	PSMB8	1859182	1856198	9606.ENSP00000386541	9606.ENSP00000364016	0	0	0	0	0.350	0.984	0.900	0.379	0.999
POLR2L	POLR2A	1850615	1849743	9606.ENSP00000324124	9606.ENSP00000314949	0	0	0	0	0.061	0.984	0.900	0.766	0.999
PSMD12	PSMA4	1853297	1842214	9606.ENSP00000348442	9606.ENSP00000044462	0	0	0	0	0.731	0.997	0.900	0.501	0.999
RPS14	RPS23	1849373	1847772	9606.ENSP00000311028	9606.ENSP00000296674	0.309	0	0	0	0.969	0.983	0.924	0.415	0.999
POLR2D	POLR2E	1846274	1842493	9606.ENSP00000272645	9606.ENSP00000215587	0	0	0	0	0.098	0.997	0.900	0.845	0.999
FAU	RPS6	1861888	1857216	9606.ENSP00000431822	9606.ENSP00000369757	0	0	0	0	0.977	0.999	0	0.450	0.999
PSMA7	PSMC5	1855365	1849313	9606.ENSP00000359910	9606.ENSP00000310572	0	0	0	0	0.759	0.994	0.900	0.375	0.999
RPL3	RPS2	1852999	1852518	9606.ENSP00000346001	9606.ENSP00000341885	0.309	0	0	0	0.986	0.879	0.924	0.570	0.999
RPL18	RPS5	1862361	1842374	9606.ENSP00000447001	9606.ENSP00000196551	0	0	0	0	0.986	0.905	0.900	0.505	0.999
RPS28	RPL19	1864786	1843024	9606.ENSP00000472469	9606.ENSP00000225430	0	0	0	0	0.970	0.951	0.900	0.376	0.999
PSMD7	PSMA3	1842741	1842599	9606.ENSP00000219313	9606.ENSP00000216455	0	0	0	0	0.717	0.997	0.900	0.191	0.999
PSMB9	PSMC1	1856192	1844882	9606.ENSP00000363993	9606.ENSP00000261303	0	0	0	0	0.723	0.974	0.900	0.352	0.999
RPS8	RPS9	1858412	1848467	9606.ENSP00000379888	9606.ENSP00000302896	0	0	0	0	0.952	0.989	0.900	0.518	0.999
RPS20	RPS6	1861789	1857216	9606.ENSP00000429374	9606.ENSP00000369757	0	0	0	0	0.986	0.988	0.900	0.546	0.999
RPL11	RPL4	1856140	1849420	9606.ENSP00000363676	9606.ENSP00000311430	0.309	0	0	0	0.977	0.962	0.924	0.788	0.999
RPL12	RPS23	1854209	1847772	9606.ENSP00000354739	9606.ENSP00000296674	0.309	0	0	0	0.964	0.774	0.924	0.407	0.999
RPS24	RPS5	1861076	1842374	9606.ENSP00000414321	9606.ENSP00000196551	0	0	0	0	0.851	0.997	0.900	0.386	0.999
SF3A2	SF3A1	1842843	1842508	9606.ENSP00000221494	9606.ENSP00000215793	0	0	0	0	0.074	0.990	0.900	0.944	0.999
COPS2	COPS4	1848037	1845538	9606.ENSP00000299259	9606.ENSP00000264389	0	0	0	0	0.291	0.991	0.900	0.625	0.999
RPL37A	RPSA	1861343	1853012	9606.ENSP00000418082	9606.ENSP00000346067	0	0	0	0	0.960	0.774	0.900	0.317	0.999
RPL18	RPS2	1862361	1852518	9606.ENSP00000447001	9606.ENSP00000341885	0.048	0	0	0	0.970	0.774	0.900	0.458	0.999
RPS3A	RPS27L	1853009	1851302	9606.ENSP00000346050	9606.ENSP00000331019	0	0	0	0	0.949	0.981	0.900	0.291	0.999
RPS8	RPS23	1858412	1847772	9606.ENSP00000379888	9606.ENSP00000296674	0	0	0	0	0.971	0.988	0.900	0.524	0.999
ETF1	RPSA	1854029	1853012	9606.ENSP00000353741	9606.ENSP00000346067	0	0	0	0	0.130	0.990	0.900	0.054	0.999
RBM8A	MAGOHB	1851539	1850128	9606.ENSP00000333001	9606.ENSP00000319240	0	0	0	0	0.464	0.997	0.900	0.840	0.999
RPS8	RPS11	1858412	1846167	9606.ENSP00000379888	9606.ENSP00000270625	0	0	0	0	0.989	0.989	0.900	0.670	0.999
CCNH	CDK7	1844473	1844436	9606.ENSP00000256897	9606.ENSP00000256443	0	0	0	0	0.186	0.989	0.900	0.956	0.999
RPS15	RPL3	1863987	1852999	9606.ENSP00000467676	9606.ENSP00000346001	0.309	0	0	0	0.971	0.879	0.924	0.474	0.999
RPS2	RPL4	1852518	1849420	9606.ENSP00000341885	9606.ENSP00000311430	0.309	0	0.294	0	0.978	0.780	0.924	0.567	0.999
PSMB2	PSMB4	1855861	1847239	9606.ENSP00000362334	9606.ENSP00000290541	0	0	0	0	0.959	0.997	0.900	0.876	0.999
RPS28	RPS17	1864786	1853007	9606.ENSP00000472469	9606.ENSP00000346045	0	0	0	0	0.988	0.997	0	0.432	0.999
GTF2E2	GTF2E1	1853268	1846870	9606.ENSP00000348168	9606.ENSP00000283875	0	0	0	0	0.073	0.997	0.900	0.847	0.999
RPS18	RPL19	1859702	1843024	9606.ENSP00000393241	9606.ENSP00000225430	0.062	0	0	0	0.952	0.790	0.900	0.380	0.999
RPL27A	RPS2	1853001	1852518	9606.ENSP00000346015	9606.ENSP00000341885	0.309	0	0	0	0.960	0.931	0.924	0.320	0.999
PSMA1	PSMD12	1861079	1853297	9606.ENSP00000414359	9606.ENSP00000348442	0	0	0	0	0.336	0.997	0.900	0.201	0.999
RPS27L	RPS5	1851302	1842374	9606.ENSP00000331019	9606.ENSP00000196551	0	0	0	0	0.952	0.933	0.900	0.257	0.999
PSMA6	PSMB7	1844920	1844696	9606.ENSP00000261479	9606.ENSP00000259457	0	0	0	0	0.928	0.996	0.900	0.349	0.999
GTF2F2	POLR2B	1852373	1849572	9606.ENSP00000340823	9606.ENSP00000312735	0	0	0	0	0.055	0.987	0.900	0.539	0.999
RPL3	RPL15	1852999	1849166	9606.ENSP00000346001	9606.ENSP00000309334	0	0	0.429	0	0.974	0.922	0.900	0.549	0.999
RPSA	RPS3A	1853012	1853009	9606.ENSP00000346067	9606.ENSP00000346050	0.091	0	0	0	0.963	0.995	0.900	0.410	0.999
PSMD13	PSMB3	1859976	1843022	9606.ENSP00000396937	9606.ENSP00000225426	0	0	0	0	0.694	0.964	0.900	0.250	0.999
RPS25	ETF1	1861989	1854029	9606.ENSP00000435096	9606.ENSP00000353741	0	0	0	0	0.085	0.999	0.900	0	0.999
PSMB2	PSMD12	1855861	1853297	9606.ENSP00000362334	9606.ENSP00000348442	0	0	0	0	0.464	0.997	0.900	0.145	0.999
RPS27	RPL4	1854822	1849420	9606.ENSP00000357555	9606.ENSP00000311430	0.043	0	0	0	0.961	0.774	0.900	0.177	0.999
RPS25	RPS2	1861989	1852518	9606.ENSP00000435096	9606.ENSP00000341885	0	0	0	0	0.965	0.997	0.900	0.309	0.999
RPS20	RPS7	1861789	1852173	9606.ENSP00000429374	9606.ENSP00000339095	0	0	0	0	0.965	0.988	0.900	0.316	0.999
RPS3A	RPS23	1853009	1847772	9606.ENSP00000346050	9606.ENSP00000296674	0	0	0	0	0.969	0.988	0.900	0.148	0.999
RPS10	RPL35	1853151	1844699	9606.ENSP00000347271	9606.ENSP00000259469	0	0	0	0	0.986	0.774	0.900	0.389	0.999
EDC3	DDX6	1850252	1845458	9606.ENSP00000320503	9606.ENSP00000264018	0	0	0	0	0.097	0.998	0.900	0.922	0.999
RPS27	RPS7	1854822	1852173	9606.ENSP00000357555	9606.ENSP00000339095	0	0	0	0	0.961	0.997	0.900	0.267	0.999
PSMA1	PSMC4	1861079	1842267	9606.ENSP00000414359	9606.ENSP00000157812	0	0	0	0	0.587	0.997	0.900	0.386	0.999
POLR2B	POLR2I	1849572	1842866	9606.ENSP00000312735	9606.ENSP00000221859	0	0	0	0	0.083	0.998	0.900	0.902	0.999
RPS3A	RPL9	1853009	1853003	9606.ENSP00000346050	9606.ENSP00000346022	0	0	0	0	0.975	0.884	0.900	0.422	0.999
RPS10	RPL3	1853151	1852999	9606.ENSP00000347271	9606.ENSP00000346001	0	0	0	0	0.982	0.774	0.900	0.576	0.999
RPS25	RPS23	1861989	1847772	9606.ENSP00000435096	9606.ENSP00000296674	0	0	0	0	0.972	0.988	0.900	0.460	0.999
CUL2	TCEB1	1862282	1846927	9606.ENSP00000444856	9606.ENSP00000284811	0	0	0	0	0.055	0.967	0.900	0.894	0.999
GTF2F2	POLR2G	1852373	1848338	9606.ENSP00000340823	9606.ENSP00000301788	0	0	0	0	0.065	0.997	0.900	0.366	0.999
RPS3	RPS17	1861952	1853007	9606.ENSP00000433821	9606.ENSP00000346045	0	0	0	0	0.984	0.992	0	0.579	0.999
RPS20	RPS21	1861789	1852991	9606.ENSP00000429374	9606.ENSP00000345957	0	0	0	0	0.976	0.980	0.900	0.406	0.999
PSMB10	PSMB6	1853696	1846162	9606.ENSP00000351314	9606.ENSP00000270586	0	0	0	0.757	0.916	0.965	0.900	0.827	0.999
RPSA	RPLP0	1853012	1852166	9606.ENSP00000346067	9606.ENSP00000339027	0	0	0	0	0.967	0.937	0.924	0.463	0.999
RPS21	RPL19	1852991	1843024	9606.ENSP00000345957	9606.ENSP00000225430	0	0	0	0	0.971	0.957	0.900	0.203	0.999
RPS19	RPS27L	1864285	1851302	9606.ENSP00000470004	9606.ENSP00000331019	0.053	0	0	0	0.951	0.901	0.900	0.354	0.999
RPL18	RPS3	1862361	1861952	9606.ENSP00000447001	9606.ENSP00000433821	0	0	0	0	0.967	0.905	0.900	0.541	0.999
RPS3	RPS20	1861952	1861789	9606.ENSP00000433821	9606.ENSP00000429374	0.309	0	0	0	0.967	0.988	0.924	0.616	0.999
COPS5	COPS2	1853602	1848037	9606.ENSP00000350512	9606.ENSP00000299259	0	0	0	0	0.351	0.988	0.900	0.740	0.999
RPL19	RPS5	1843024	1842374	9606.ENSP00000225430	9606.ENSP00000196551	0	0	0	0	0.964	0.992	0.900	0.320	0.999
RPS7	RPL15	1852173	1849166	9606.ENSP00000339095	9606.ENSP00000309334	0	0	0	0	0.962	0.884	0.900	0.535	0.999
RPL18	RPS14	1862361	1849373	9606.ENSP00000447001	9606.ENSP00000311028	0.309	0	0	0	0.968	0.884	0.900	0.447	0.999
PSMB5	PSMA4	1854354	1842214	9606.ENSP00000355325	9606.ENSP00000044462	0	0	0	0	0.881	0.996	0.900	0.426	0.999
RPS18	RPS23	1859702	1847772	9606.ENSP00000393241	9606.ENSP00000296674	0.309	0	0	0	0.960	0.988	0.924	0.460	0.999
RPS19	RPL19	1864285	1843024	9606.ENSP00000470004	9606.ENSP00000225430	0	0	0	0	0.971	0.970	0.900	0.446	0.999
RPS13	RPS3A	1862013	1853009	9606.ENSP00000435777	9606.ENSP00000346050	0.309	0	0	0	0.970	0.998	0.900	0.403	0.999
RPS3A	RPS5	1853009	1842374	9606.ENSP00000346050	9606.ENSP00000196551	0	0	0	0	0.967	0.998	0.900	0.447	0.999
RPL5	RPS11	1855221	1846167	9606.ENSP00000359345	9606.ENSP00000270625	0.309	0	0	0	0.960	0.857	0.924	0.540	0.999
RPS29	RPL21	1858354	1853004	9606.ENSP00000379339	9606.ENSP00000346027	0	0	0	0	0.968	0	0.900	0.877	0.999
RPL5	RPL12	1855221	1854209	9606.ENSP00000359345	9606.ENSP00000354739	0.309	0	0	0	0.970	0.950	0.924	0.560	0.999
RPL37A	RPL10A	1861343	1856010	9606.ENSP00000418082	9606.ENSP00000363018	0	0	0	0	0.970	0.774	0.900	0.403	0.999
RPS19	RPS17	1864285	1853007	9606.ENSP00000470004	9606.ENSP00000346045	0.063	0	0	0	0.981	0.982	0	0.761	0.999
RPS8	RPL11	1858412	1856140	9606.ENSP00000379888	9606.ENSP00000363676	0	0	0	0	0.979	0.838	0.900	0.566	0.999
PSMB1	PSMD11	1845087	1844971	9606.ENSP00000262193	9606.ENSP00000261712	0	0	0	0	0.392	0.997	0.900	0.150	0.999
PSMB7	PSMD7	1844696	1842741	9606.ENSP00000259457	9606.ENSP00000219313	0	0	0	0	0.720	0.996	0.900	0.217	0.999
RPSA	RPL4	1853012	1849420	9606.ENSP00000346067	9606.ENSP00000311430	0.073	0	0	0	0.968	0.774	0.924	0.333	0.999
RPS19	RPL5	1864285	1855221	9606.ENSP00000470004	9606.ENSP00000359345	0	0	0	0	0.968	0.737	0.900	0.826	0.999
PSMA6	PSMA2	1844920	1842974	9606.ENSP00000261479	9606.ENSP00000223321	0	0	0.234	0.859	0.966	0.998	0.900	0.500	0.999
RPS3A	RPS15A	1853009	1850066	9606.ENSP00000346050	9606.ENSP00000318646	0	0	0	0	0.969	0.988	0.900	0.410	0.999
RPS3	RPL3	1861952	1852999	9606.ENSP00000433821	9606.ENSP00000346001	0.309	0	0	0	0.986	0.879	0.924	0.565	0.999
RPS3A	RPS12	1853009	1843234	9606.ENSP00000346050	9606.ENSP00000230050	0	0	0	0	0.965	0.980	0.900	0.260	0.999
GTF2F1	GTF2E1	1858200	1846870	9606.ENSP00000377969	9606.ENSP00000283875	0	0	0	0	0.239	0.980	0.900	0.681	0.999
RPS26	RPL3	1853363	1852999	9606.ENSP00000348849	9606.ENSP00000346001	0	0	0	0	0.952	0.774	0.900	0.496	0.999
ERCC4	ERCC1	1849305	1842178	9606.ENSP00000310520	9606.ENSP00000013807	0	0	0	0	0.093	0.988	0.900	0.983	0.999
RPS23	RPS12	1847772	1843234	9606.ENSP00000296674	9606.ENSP00000230050	0.309	0	0	0	0.967	0.959	0.900	0.309	0.999
PSMD6	PSMA6	1847640	1844920	9606.ENSP00000295901	9606.ENSP00000261479	0	0	0	0	0.815	0.997	0.900	0.152	0.999
RPL18	RPS23	1862361	1847772	9606.ENSP00000447001	9606.ENSP00000296674	0.085	0	0	0	0.958	0.774	0.900	0.215	0.999
PSMB5	PSMB10	1854354	1853696	9606.ENSP00000355325	9606.ENSP00000351314	0	0	0	0.709	0.950	0.964	0.900	0.807	0.999
PSMC6	PSMD6	1860306	1847640	9606.ENSP00000401802	9606.ENSP00000295901	0	0	0	0	0.961	0.997	0.900	0.494	0.999
RPL35	RPS16	1844699	1844060	9606.ENSP00000259469	9606.ENSP00000251453	0.101	0	0	0	0.981	0.935	0.924	0.433	0.999
FAU	RPS27L	1861888	1851302	9606.ENSP00000431822	9606.ENSP00000331019	0	0	0	0	0.952	0.984	0	0.297	0.999
GTF2H1	MNAT1	1845828	1844871	9606.ENSP00000265963	9606.ENSP00000261245	0	0	0	0	0.092	0.988	0.900	0.640	0.999
PSMD4	PSMA4	1854905	1842214	9606.ENSP00000357879	9606.ENSP00000044462	0	0	0	0	0.589	0.997	0.900	0.334	0.999
RPS15	RPS8	1863987	1858412	9606.ENSP00000467676	9606.ENSP00000379888	0	0	0	0	0.962	0.987	0.900	0.680	0.999
RPL12	RPL3	1854209	1852999	9606.ENSP00000354739	9606.ENSP00000346001	0.309	0	0	0	0.984	0.936	0.924	0.705	0.999
RPL32	RPS15A	1858438	1850066	9606.ENSP00000380156	9606.ENSP00000318646	0.309	0	0	0	0.967	0.774	0.900	0.368	0.999
RPS28	RPS7	1864786	1852173	9606.ENSP00000472469	9606.ENSP00000339095	0	0	0	0	0.954	0.993	0.900	0.305	0.999
RPL37A	RPL15	1861343	1849166	9606.ENSP00000418082	9606.ENSP00000309334	0.309	0	0	0	0.958	0.886	0.900	0.331	0.999
RPS17	RPS5	1853007	1842374	9606.ENSP00000346045	9606.ENSP00000196551	0	0	0	0	0.987	0.991	0	0.538	0.999
RPL37A	RPS27L	1861343	1851302	9606.ENSP00000418082	9606.ENSP00000331019	0	0	0	0	0.949	0.774	0.900	0.286	0.999
RPS13	RPS7	1862013	1852173	9606.ENSP00000435777	9606.ENSP00000339095	0	0	0	0	0.974	0.997	0.900	0.333	0.999
RPS27	RPL12	1854822	1854209	9606.ENSP00000357555	9606.ENSP00000354739	0	0	0	0	0.951	0.774	0.900	0.365	0.999
RPS29	RPS15A	1858354	1850066	9606.ENSP00000379339	9606.ENSP00000318646	0.309	0	0	0	0.986	0.964	0.924	0.372	0.999
ETF1	RPS11	1854029	1846167	9606.ENSP00000353741	9606.ENSP00000270625	0	0	0	0	0.123	0.995	0.900	0	0.999
PSMB6	PSMC4	1846162	1842267	9606.ENSP00000270586	9606.ENSP00000157812	0	0	0	0	0.718	0.995	0.900	0.236	0.999
RPS28	RPS8	1864786	1858412	9606.ENSP00000472469	9606.ENSP00000379888	0	0	0	0	0.965	0.989	0.900	0.435	0.999
RPS25	RPS5	1861989	1842374	9606.ENSP00000435096	9606.ENSP00000196551	0	0	0	0	0.973	0.998	0.900	0.414	0.999
PSMB4	PSMA5	1847239	1846187	9606.ENSP00000290541	9606.ENSP00000271308	0	0	0	0	0.964	0.997	0.900	0.529	0.999
RPL32	RPL12	1858438	1854209	9606.ENSP00000380156	9606.ENSP00000354739	0	0	0	0	0.982	0.874	0.900	0.444	0.999
RPS18	RPSA	1859702	1853012	9606.ENSP00000393241	9606.ENSP00000346067	0.309	0	0	0	0.956	0.979	0.924	0.301	0.999
RPS26	RPS16	1853363	1844060	9606.ENSP00000348849	9606.ENSP00000251453	0	0	0	0	0.952	0.998	0.900	0.322	0.999
PSMD4	PSMD11	1854905	1844971	9606.ENSP00000357879	9606.ENSP00000261712	0	0	0	0	0.259	0.998	0.900	0.689	0.999
RPS18	RPS14	1859702	1849373	9606.ENSP00000393241	9606.ENSP00000311028	0.309	0	0	0	0.960	0.988	0.924	0.434	0.999
RPS13	RPS12	1862013	1843234	9606.ENSP00000435777	9606.ENSP00000230050	0.309	0	0	0	0.967	0.998	0.900	0.287	0.999
RPS13	RPS24	1862013	1861076	9606.ENSP00000435777	9606.ENSP00000414321	0.085	0	0	0	0.969	0.997	0.900	0.459	0.999
PSMA1	PSMB1	1861079	1845087	9606.ENSP00000414359	9606.ENSP00000262193	0	0	0.223	0	0.961	0.997	0.900	0.779	0.999
RPS15	RPS14	1863987	1849373	9606.ENSP00000467676	9606.ENSP00000311028	0.309	0	0	0	0.958	0.994	0.924	0.528	0.999
RPS15	RPS4X	1863987	1855955	9606.ENSP00000467676	9606.ENSP00000362744	0.309	0	0	0	0.961	0.988	0.900	0.248	0.999
RPS7	RPS12	1852173	1843234	9606.ENSP00000339095	9606.ENSP00000230050	0	0	0	0	0.961	0.998	0.900	0.528	0.999
RPL18	RPS26	1862361	1853363	9606.ENSP00000447001	9606.ENSP00000348849	0	0	0	0	0.952	0.774	0.900	0.397	0.999
RPS15A	RPL4	1850066	1849420	9606.ENSP00000318646	9606.ENSP00000311430	0.309	0	0	0	0.966	0.884	0.924	0.389	0.999
RPS26	RPS17	1853363	1853007	9606.ENSP00000348849	9606.ENSP00000346045	0	0	0.247	0	0.955	0.994	0	0.639	0.999
RPS13	RPL5	1862013	1855221	9606.ENSP00000435777	9606.ENSP00000359345	0.062	0	0	0	0.981	0.886	0.924	0.621	0.999
RPS20	RPS3A	1861789	1853009	9606.ENSP00000429374	9606.ENSP00000346050	0	0	0	0	0.983	0.988	0.900	0.410	0.999
PSMD11	PSMA4	1844971	1842214	9606.ENSP00000261712	9606.ENSP00000044462	0	0	0	0	0.559	0.998	0.900	0.228	0.999
RPS18	RPS27	1859702	1854822	9606.ENSP00000393241	9606.ENSP00000357555	0	0	0	0	0.954	0.973	0.900	0.557	0.999
RPS28	RPL15	1864786	1849166	9606.ENSP00000472469	9606.ENSP00000309334	0	0	0	0	0.953	0.774	0.900	0.305	0.999
RPS19	RPS8	1864285	1858412	9606.ENSP00000470004	9606.ENSP00000379888	0	0	0	0	0.968	0.989	0.900	0.558	0.999
RPL4	RPS14	1849420	1849373	9606.ENSP00000311430	9606.ENSP00000311028	0.309	0	0	0	0.966	0.884	0.924	0.485	0.999
RPS15	RPS25	1863987	1861989	9606.ENSP00000467676	9606.ENSP00000435096	0	0	0	0	0.961	0.998	0.900	0.324	0.999
RPS18	RPL27A	1859702	1853001	9606.ENSP00000393241	9606.ENSP00000346015	0.309	0	0	0	0.960	0.774	0.924	0.283	0.999
RPS24	RPS14	1861076	1849373	9606.ENSP00000414321	9606.ENSP00000311028	0	0	0	0	0.804	0.988	0.900	0.586	0.999
POLR2F	POLR2E	1860435	1842493	9606.ENSP00000403852	9606.ENSP00000215587	0	0	0.207	0	0.688	0.997	0.900	0.930	0.999
PSMD7	PSMD8	1842741	1842478	9606.ENSP00000219313	9606.ENSP00000215071	0	0	0	0	0.549	0.997	0.900	0.586	0.999
POLR2G	POLR2D	1848338	1846274	9606.ENSP00000301788	9606.ENSP00000272645	0	0	0	0	0.127	0.997	0.900	0.953	0.999
RPL11	RPL9	1856140	1853003	9606.ENSP00000363676	9606.ENSP00000346022	0.309	0	0	0	0.968	0.978	0.924	0.513	0.999
RPL10A	RPL3	1856010	1852999	9606.ENSP00000363018	9606.ENSP00000346001	0.309	0	0	0	0.988	0.936	0.924	0.458	0.999
RPL11	RPS21	1856140	1852991	9606.ENSP00000363676	9606.ENSP00000345957	0	0	0	0	0.970	0.774	0.900	0.270	0.999
RPS15	RPLP0	1863987	1852166	9606.ENSP00000467676	9606.ENSP00000339027	0.309	0	0	0	0.972	0.935	0.924	0.340	0.999
PSMD4	PSMA2	1854905	1842974	9606.ENSP00000357879	9606.ENSP00000223321	0	0	0	0	0.479	0.997	0.900	0.300	0.999
RPS29	RPLP0	1858354	1852166	9606.ENSP00000379339	9606.ENSP00000339027	0.309	0	0	0	0.953	0.790	0.924	0.452	0.999
RPL21	RPL15	1853004	1849166	9606.ENSP00000346027	9606.ENSP00000309334	0	0	0	0	0.958	0.886	0.900	0.423	0.999
PSMC5	PSMA5	1849313	1846187	9606.ENSP00000310572	9606.ENSP00000271308	0	0	0	0	0.608	0.998	0.900	0.331	0.999
RPL10A	RPSA	1856010	1853012	9606.ENSP00000363018	9606.ENSP00000346067	0	0	0	0	0.968	0.922	0.924	0.365	0.999
RPS10	RPSA	1853151	1853012	9606.ENSP00000347271	9606.ENSP00000346067	0	0	0	0	0.970	0.938	0.900	0.172	0.999
