#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTNNB1	CDH1	1852818	1844988	9606.ENSP00000344456	9606.ENSP00000261769	0	0	0	0	0.051	0.552	0.900	0.943	0.997
BCL2L1	BAX	1848421	1847402	9606.ENSP00000302564	9606.ENSP00000293288	0	0	0	0.682	0	0.956	0.900	0.967	0.996
MYC	TP53	1856789	1846083	9606.ENSP00000367207	9606.ENSP00000269305	0	0	0	0	0.055	0.095	0.900	0.965	0.996
CASP8	CFLAR	1853692	1849539	9606.ENSP00000351273	9606.ENSP00000312455	0	0	0	0.691	0.161	0.953	0.900	0.946	0.996
TP53	RB1	1846083	1845924	9606.ENSP00000269305	9606.ENSP00000267163	0	0	0	0	0	0.325	0.900	0.951	0.996
VEGFA	HIF1A	1855611	1852062	9606.ENSP00000361125	9606.ENSP00000338018	0	0	0	0	0.049	0.360	0.900	0.942	0.996
FOS	MAPK1	1848822	1842512	9606.ENSP00000306245	9606.ENSP00000215832	0	0	0	0	0	0.544	0.900	0.927	0.996
MAPK8	FOS	1853988	1848822	9606.ENSP00000353483	9606.ENSP00000306245	0	0	0	0	0	0.340	0.900	0.944	0.996
JUN	MAPK3	1855436	1845265	9606.ENSP00000360266	9606.ENSP00000263025	0	0	0	0	0	0.381	0.900	0.944	0.996
EGFR	TP53	1846445	1846083	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.126	0.900	0.958	0.996
CREB1	FOS	1859295	1848822	9606.ENSP00000387699	9606.ENSP00000306245	0	0	0	0	0.051	0.098	0.900	0.960	0.996
PTEN	TP53	1855586	1846083	9606.ENSP00000361021	9606.ENSP00000269305	0	0	0	0	0	0.407	0.900	0.942	0.996
AKT1	INS	1846136	1844030	9606.ENSP00000270202	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.962	0.996
CREB1	JUN	1859295	1855436	9606.ENSP00000387699	9606.ENSP00000360266	0	0	0	0	0	0.425	0.900	0.942	0.996
IGF1	INS	1848439	1844030	9606.ENSP00000302665	9606.ENSP00000250971	0	0	0	0	0.051	0	0.800	0.978	0.995
IFNG	IL2	1843180	1843096	9606.ENSP00000229135	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.954	0.995
BCL2	CYCS	1851168	1848998	9606.ENSP00000329623	9606.ENSP00000307786	0	0	0	0	0	0.360	0.900	0.932	0.995
TBP	POLR2E	1843249	1842493	9606.ENSP00000230354	9606.ENSP00000215587	0	0	0	0	0.097	0.899	0.900	0.517	0.995
STAT3	IL6	1845584	1844631	9606.ENSP00000264657	9606.ENSP00000258743	0	0	0	0	0	0.169	0.900	0.953	0.995
MYC	BCL2	1856789	1851168	9606.ENSP00000367207	9606.ENSP00000329623	0	0	0	0	0	0.407	0.900	0.924	0.995
CSF2	IL2	1847803	1843096	9606.ENSP00000296871	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.959	0.995
CASP8	TNFSF10	1853692	1843591	9606.ENSP00000351273	9606.ENSP00000241261	0	0	0	0	0.084	0.360	0.900	0.926	0.995
CREB1	AKT1	1859295	1846136	9606.ENSP00000387699	9606.ENSP00000270202	0	0	0	0	0.060	0.360	0.900	0.927	0.995
F3	F2	1851684	1849080	9606.ENSP00000334145	9606.ENSP00000308541	0	0	0	0	0	0	0.900	0.955	0.995
BCL2	AKT1	1851168	1846136	9606.ENSP00000329623	9606.ENSP00000270202	0	0	0	0	0.048	0	0.900	0.944	0.994
IGF1R	PIK3CA	1845984	1845446	9606.ENSP00000268035	9606.ENSP00000263967	0	0	0	0	0.080	0.110	0.900	0.936	0.994
CTNNB1	EGFR	1852818	1846445	9606.ENSP00000344456	9606.ENSP00000275493	0	0	0	0	0.055	0.512	0.900	0.894	0.994
CYCS	BAX	1848998	1847402	9606.ENSP00000307786	9606.ENSP00000293288	0	0	0	0	0	0.329	0.900	0.923	0.994
SKP2	CDK2	1846369	1845906	9606.ENSP00000274255	9606.ENSP00000266970	0	0	0	0	0.284	0.726	0.900	0.730	0.994
AKT1	CDKN1B	1846136	1843169	9606.ENSP00000270202	9606.ENSP00000228872	0	0	0	0	0.052	0.595	0.900	0.864	0.994
MAPK8	BCL2	1853988	1851168	9606.ENSP00000353483	9606.ENSP00000329623	0	0	0	0	0	0.368	0.900	0.921	0.994
SOS1	HRAS	1858968	1849235	9606.ENSP00000384675	9606.ENSP00000309845	0	0	0	0	0.053	0.884	0.900	0.583	0.994
EGFR	PIK3CA	1846445	1845446	9606.ENSP00000275493	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.950	0.994
SRC	EGF	1853652	1845705	9606.ENSP00000350941	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.942	0.994
PCNA	TP53	1856984	1846083	9606.ENSP00000368438	9606.ENSP00000269305	0	0	0	0	0.087	0.349	0.900	0.921	0.994
CTNNB1	CCND1	1852818	1843117	9606.ENSP00000344456	9606.ENSP00000227507	0	0	0	0	0.050	0.407	0.900	0.917	0.994
MX1	STAT1	1858628	1854113	9606.ENSP00000381599	9606.ENSP00000354394	0	0	0	0	0.770	0	0.900	0.794	0.994
CTNNB1	AKT1	1852818	1846136	9606.ENSP00000344456	9606.ENSP00000270202	0	0	0	0	0.094	0.376	0.900	0.917	0.994
MAPK8	TP53	1853988	1846083	9606.ENSP00000353483	9606.ENSP00000269305	0	0	0	0	0	0.398	0.900	0.916	0.994
EGFR	CDH1	1846445	1844988	9606.ENSP00000275493	9606.ENSP00000261769	0	0	0	0	0.054	0.387	0.900	0.897	0.993
BCL2L1	AKT1	1848421	1846136	9606.ENSP00000302564	9606.ENSP00000270202	0	0	0	0	0.050	0.326	0.900	0.909	0.993
CASP9	AKT1	1851230	1846136	9606.ENSP00000330237	9606.ENSP00000270202	0	0	0	0	0	0.360	0.900	0.902	0.993
AKT1	CDKN1A	1846136	1843736	9606.ENSP00000270202	9606.ENSP00000244741	0	0	0	0	0	0.562	0.900	0.862	0.993
SRC	PIK3CA	1853652	1845446	9606.ENSP00000350941	9606.ENSP00000263967	0	0	0	0	0.055	0.110	0.900	0.933	0.993
RELA	NFKB1	1858923	1843094	9606.ENSP00000384273	9606.ENSP00000226574	0	0	0	0.797	0.072	0.919	0.900	0.934	0.993
CDKN2A	RB1	1859838	1845924	9606.ENSP00000394932	9606.ENSP00000267163	0	0	0	0	0	0.068	0.900	0.932	0.993
CDKN2A	MYC	1859838	1856789	9606.ENSP00000394932	9606.ENSP00000367207	0	0	0	0	0	0.360	0.900	0.909	0.993
VEGFA	EGF	1855611	1845705	9606.ENSP00000361125	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.941	0.993
MYC	RB1	1856789	1845924	9606.ENSP00000367207	9606.ENSP00000267163	0	0	0	0	0	0.360	0.900	0.905	0.993
PCNA	CDK4	1856984	1844551	9606.ENSP00000368438	9606.ENSP00000257904	0	0	0	0	0.394	0.429	0.900	0.824	0.993
PIK3CB	EGFR	1847156	1846445	9606.ENSP00000289153	9606.ENSP00000275493	0	0	0	0	0	0.126	0.900	0.933	0.993
MDM2	AKT1	1861282	1846136	9606.ENSP00000417281	9606.ENSP00000270202	0	0	0	0	0	0.611	0.900	0.841	0.993
PCNA	CCND1	1856984	1843117	9606.ENSP00000368438	9606.ENSP00000227507	0	0	0	0	0.055	0.360	0.900	0.898	0.993
SRC	HRAS	1853652	1849235	9606.ENSP00000350941	9606.ENSP00000309845	0	0	0	0	0.090	0.513	0.900	0.864	0.993
SRC	STAT3	1853652	1845584	9606.ENSP00000350941	9606.ENSP00000264657	0	0	0	0	0.046	0.410	0.900	0.902	0.993
IGF1	EGF	1848439	1845705	9606.ENSP00000302665	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.938	0.993
MYC	JUN	1856789	1855436	9606.ENSP00000367207	9606.ENSP00000360266	0	0	0	0	0.054	0.360	0.900	0.899	0.993
FOS	MAPK3	1848822	1845265	9606.ENSP00000306245	9606.ENSP00000263025	0	0	0	0	0	0.318	0.900	0.916	0.993
AKT1	TP53	1846136	1846083	9606.ENSP00000270202	9606.ENSP00000269305	0	0	0	0	0.052	0	0.900	0.934	0.993
CD8A	CD4	1846863	1842167	9606.ENSP00000283635	9606.ENSP00000011653	0	0	0	0	0.095	0.145	0.900	0.909	0.992
JUN	TP53	1855436	1846083	9606.ENSP00000360266	9606.ENSP00000269305	0	0	0	0	0	0.130	0.900	0.919	0.992
CFLAR	TNFSF10	1849539	1843591	9606.ENSP00000312455	9606.ENSP00000241261	0	0	0	0	0.115	0.329	0.900	0.892	0.992
SOCS3	STAT3	1851244	1845584	9606.ENSP00000330341	9606.ENSP00000264657	0	0	0	0	0.085	0.138	0.900	0.919	0.992
CDKN2A	CCND1	1859838	1843117	9606.ENSP00000394932	9606.ENSP00000227507	0	0	0	0	0	0.325	0.900	0.903	0.992
EGFR	STAT3	1846445	1845584	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0	0.408	0.900	0.882	0.992
CFLAR	TNFRSF10B	1849539	1846494	9606.ENSP00000312455	9606.ENSP00000276431	0	0	0	0	0	0.380	0.900	0.894	0.992
MDM2	CDKN2A	1861282	1859838	9606.ENSP00000417281	9606.ENSP00000394932	0	0	0	0	0.054	0.360	0.900	0.892	0.992
CCND1	ESR1	1843117	1842435	9606.ENSP00000227507	9606.ENSP00000206249	0	0	0	0	0.042	0.372	0.900	0.896	0.992
ATF2	MAPK1	1845482	1842512	9606.ENSP00000264110	9606.ENSP00000215832	0	0	0	0	0.122	0.544	0.900	0.822	0.991
TP53	SIRT1	1846083	1842473	9606.ENSP00000269305	9606.ENSP00000212015	0	0	0	0	0.049	0.407	0.900	0.863	0.991
STAT3	MAPK1	1845584	1842512	9606.ENSP00000264657	9606.ENSP00000215832	0	0	0	0	0.094	0.402	0.900	0.863	0.991
SOS1	KRAS	1858968	1844404	9606.ENSP00000384675	9606.ENSP00000256078	0	0	0	0	0.104	0.448	0.900	0.839	0.991
IL8	NFKB1	1848852	1843094	9606.ENSP00000306512	9606.ENSP00000226574	0	0	0	0	0.066	0	0.900	0.917	0.991
VEGFA	IGF1	1855611	1848439	9606.ENSP00000361125	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.917	0.991
BIRC5	TP53	1848314	1846083	9606.ENSP00000301633	9606.ENSP00000269305	0	0	0	0	0.090	0	0.900	0.916	0.991
CASP8	TNFRSF10B	1853692	1846494	9606.ENSP00000351273	9606.ENSP00000276431	0	0	0	0	0	0.408	0.900	0.869	0.991
VEGFA	PIK3CA	1855611	1845446	9606.ENSP00000361125	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.915	0.991
IL6	NFKB1	1844631	1843094	9606.ENSP00000258743	9606.ENSP00000226574	0	0	0	0	0.055	0	0.900	0.918	0.991
MMP9	PLG	1855661	1849130	9606.ENSP00000361405	9606.ENSP00000308938	0	0	0	0	0.053	0.360	0.900	0.875	0.991
STAT3	CCND1	1845584	1843117	9606.ENSP00000264657	9606.ENSP00000227507	0	0	0	0	0.053	0.395	0.900	0.866	0.991
MYC	CDKN1A	1856789	1843736	9606.ENSP00000367207	9606.ENSP00000244741	0	0	0	0	0	0.359	0.900	0.883	0.991
VEGFA	TGFB1	1855611	1842869	9606.ENSP00000361125	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.916	0.991
MAPK8	ATF2	1853988	1845482	9606.ENSP00000353483	9606.ENSP00000264110	0	0	0	0	0.090	0.451	0.900	0.837	0.990
SRC	ESR1	1853652	1842435	9606.ENSP00000350941	9606.ENSP00000206249	0	0	0	0	0	0.424	0.900	0.840	0.990
CASP3	BIRC5	1849375	1848314	9606.ENSP00000311032	9606.ENSP00000301633	0	0	0	0	0.047	0.545	0.800	0.907	0.990
JUN	IL8	1855436	1848852	9606.ENSP00000360266	9606.ENSP00000306512	0	0	0	0	0.091	0.285	0.900	0.866	0.990
MYC	CDK4	1856789	1844551	9606.ENSP00000367207	9606.ENSP00000257904	0	0	0	0	0.054	0.360	0.900	0.862	0.990
MTOR	EGFR	1854147	1846445	9606.ENSP00000354558	9606.ENSP00000275493	0	0	0	0	0.053	0.126	0.900	0.897	0.990
BCL2	MAPK1	1851168	1842512	9606.ENSP00000329623	9606.ENSP00000215832	0	0	0	0	0.044	0.360	0.900	0.868	0.990
EGF	INS	1845705	1844030	9606.ENSP00000265171	9606.ENSP00000250971	0	0	0	0	0	0	0.800	0.954	0.990
VEGFA	ALB	1855611	1847637	9606.ENSP00000361125	9606.ENSP00000295897	0	0	0	0	0	0	0.900	0.910	0.990
CDKN2A	CDKN1A	1859838	1843736	9606.ENSP00000394932	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.905	0.990
SERPINC1	PLG	1854649	1849130	9606.ENSP00000356671	9606.ENSP00000308938	0.074	0	0	0	0.641	0.446	0	0.955	0.990
MYC	AKT1	1856789	1846136	9606.ENSP00000367207	9606.ENSP00000270202	0	0	0	0	0.043	0	0.900	0.902	0.989
SOCS3	IL6	1851244	1844631	9606.ENSP00000330341	9606.ENSP00000258743	0	0	0	0	0.169	0	0.900	0.880	0.989
JUN	ATF2	1855436	1845482	9606.ENSP00000360266	9606.ENSP00000264110	0	0	0	0.632	0.096	0.848	0.900	0.853	0.989
ERCC3	TBP	1846961	1843249	9606.ENSP00000285398	9606.ENSP00000230354	0	0	0	0	0.074	0.521	0.900	0.791	0.989
PIK3CA	INS	1845446	1844030	9606.ENSP00000263967	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.895	0.989
MYC	STAT3	1856789	1845584	9606.ENSP00000367207	9606.ENSP00000264657	0	0	0	0	0	0.360	0.900	0.851	0.989
HIF1A	TP53	1852062	1846083	9606.ENSP00000338018	9606.ENSP00000269305	0	0	0	0	0.042	0.360	0.900	0.845	0.989
EGF	TGFB1	1845705	1842869	9606.ENSP00000265171	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.897	0.989
AKT1	ESR1	1846136	1842435	9606.ENSP00000270202	9606.ENSP00000206249	0	0	0	0	0	0.371	0.900	0.848	0.989
CASP9	BIRC5	1851230	1848314	9606.ENSP00000330237	9606.ENSP00000301633	0	0	0	0	0	0.657	0.800	0.859	0.989
SRC	CDH1	1853652	1844988	9606.ENSP00000350941	9606.ENSP00000261769	0	0	0	0	0	0.363	0.900	0.849	0.989
EGF	CDH1	1845705	1844988	9606.ENSP00000265171	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.897	0.989
JUN	IL6	1855436	1844631	9606.ENSP00000360266	9606.ENSP00000258743	0	0	0	0	0.051	0	0.900	0.901	0.989
REL	NFKB1	1847519	1843094	9606.ENSP00000295025	9606.ENSP00000226574	0	0	0	0.780	0.114	0.864	0.900	0.935	0.989
MYC	CTNNB1	1856789	1852818	9606.ENSP00000367207	9606.ENSP00000344456	0	0	0	0	0	0.329	0.900	0.856	0.989
BCL2L1	TP53	1848421	1846083	9606.ENSP00000302564	9606.ENSP00000269305	0	0	0	0	0	0.876	0	0.913	0.989
MYC	CDKN1B	1856789	1843169	9606.ENSP00000367207	9606.ENSP00000228872	0	0	0	0	0	0.360	0.900	0.845	0.989
TNF	NFKB1	1860103	1843094	9606.ENSP00000398698	9606.ENSP00000226574	0	0	0	0	0.062	0.063	0.800	0.947	0.989
FOS	ATF2	1848822	1845482	9606.ENSP00000306245	9606.ENSP00000264110	0	0	0	0	0	0.776	0.900	0.573	0.989
VEGFA	SRC	1855611	1853652	9606.ENSP00000361125	9606.ENSP00000350941	0	0	0	0	0	0.098	0.900	0.897	0.989
VEGFA	VWF	1855611	1844904	9606.ENSP00000361125	9606.ENSP00000261405	0	0	0	0	0	0	0.900	0.891	0.988
CREB1	MAPK1	1859295	1842512	9606.ENSP00000387699	9606.ENSP00000215832	0	0	0	0	0.106	0	0.900	0.878	0.988
JUN	ESR1	1855436	1842435	9606.ENSP00000360266	9606.ENSP00000206249	0	0	0	0	0	0.407	0.900	0.827	0.988
CREB1	MAPK3	1859295	1845265	9606.ENSP00000387699	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.887	0.988
MYC	MAPK1	1856789	1842512	9606.ENSP00000367207	9606.ENSP00000215832	0	0	0	0	0	0.360	0.900	0.833	0.988
STAT1	IL6	1854113	1844631	9606.ENSP00000354394	9606.ENSP00000258743	0	0	0	0	0	0.129	0.900	0.877	0.988
FOS	IL2	1848822	1843096	9606.ENSP00000306245	9606.ENSP00000226730	0	0	0	0	0	0.325	0.900	0.842	0.988
CREB1	PIK3CA	1859295	1845446	9606.ENSP00000387699	9606.ENSP00000263967	0	0	0	0	0.180	0	0.900	0.875	0.988
MYC	CCND1	1856789	1843117	9606.ENSP00000367207	9606.ENSP00000227507	0	0	0	0	0.049	0	0.800	0.943	0.988
MTOR	STAT3	1854147	1845584	9606.ENSP00000354558	9606.ENSP00000264657	0	0	0	0	0.053	0.360	0.900	0.834	0.988
IGF1R	ESR1	1845984	1842435	9606.ENSP00000268035	9606.ENSP00000206249	0	0	0	0	0	0.424	0.900	0.814	0.988
EGF	PIK3CA	1845705	1845446	9606.ENSP00000265171	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.892	0.988
STAT3	PIK3CA	1845584	1845446	9606.ENSP00000264657	9606.ENSP00000263967	0	0	0	0	0.104	0	0.900	0.877	0.988
IGF1	PIK3CA	1848439	1845446	9606.ENSP00000302665	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.892	0.988
MMP9	JUN	1855661	1855436	9606.ENSP00000361405	9606.ENSP00000360266	0	0	0	0	0.053	0.325	0.900	0.839	0.988
MAPK9	FOS	1859420	1848822	9606.ENSP00000389338	9606.ENSP00000306245	0	0	0	0	0	0.385	0.900	0.822	0.988
CASP3	TNFSF10	1849375	1843591	9606.ENSP00000311032	9606.ENSP00000241261	0	0	0	0	0	0.360	0.900	0.827	0.987
PIK3CG	IGF1R	1853801	1845984	9606.ENSP00000352121	9606.ENSP00000268035	0	0	0	0	0.058	0.110	0.800	0.934	0.987
VEGFA	EGFR	1855611	1846445	9606.ENSP00000361125	9606.ENSP00000275493	0	0	0	0	0	0	0.800	0.942	0.987
HRAS	MAPK3	1849235	1845265	9606.ENSP00000309845	9606.ENSP00000263025	0	0	0	0	0.085	0.180	0.900	0.847	0.987
PIK3CD	SRC	1856668	1853652	9606.ENSP00000366563	9606.ENSP00000350941	0	0	0	0	0.055	0.110	0.800	0.933	0.987
PIK3CA	ESR1	1845446	1842435	9606.ENSP00000263967	9606.ENSP00000206249	0	0	0	0	0	0.360	0.900	0.819	0.987
PIK3CG	SRC	1853801	1853652	9606.ENSP00000352121	9606.ENSP00000350941	0	0	0	0	0.055	0.110	0.800	0.933	0.987
JUN	CCND1	1855436	1843117	9606.ENSP00000360266	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.880	0.987
PIK3CB	IGF1R	1847156	1845984	9606.ENSP00000289153	9606.ENSP00000268035	0	0	0	0	0.084	0.110	0.800	0.934	0.987
PIK3CG	HRAS	1853801	1849235	9606.ENSP00000352121	9606.ENSP00000309845	0	0	0	0	0	0.771	0.800	0.748	0.987
