#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TP53	PSMD7	1846083	1842741	9606.ENSP00000269305	9606.ENSP00000219313	0	0	0	0	0	0	0.900	0.205	0.917
vpr	TP53	10004809	1846083	11676.VPR_HV1H2	9606.ENSP00000269305	0	0	0	0	0	0.445	0	0.853	0.915
VPRBP	TCEB1	1859698	1846927	9606.ENSP00000393183	9606.ENSP00000284811	0	0	0	0	0	0	0.900	0.187	0.915
CDK9	TCEB1	1855868	1846927	9606.ENSP00000362361	9606.ENSP00000284811	0	0	0	0	0.053	0.048	0.900	0.125	0.910
CHEK1	TCEB1	1859362	1846927	9606.ENSP00000388648	9606.ENSP00000284811	0	0	0	0	0	0	0.900	0.055	0.901
PPP2R5D	PSMD7	1861336	1842741	9606.ENSP00000417963	9606.ENSP00000219313	0	0	0	0	0.053	0	0.900	0	0.901
Transmembrane gp41	Surface gp120	10004792	10004791	11676.PRO_0000038428	11676.PRO_0000038427	0	0	0	0	0	0	0	0.894	0.894
vpr	F-protein	10004809	10004789	11676.VPR_HV1H2	11676.NEF_HV1H2	0	0	0	0	0	0	0	0.883	0.884
Surface gp120	CD4	10004791	1842167	11676.PRO_0000038427	9606.ENSP00000011653	0	0	0	0	0	0	0	0.882	0.882
CDK9	TP53	1855868	1846083	9606.ENSP00000362361	9606.ENSP00000269305	0	0	0	0	0	0.360	0	0.738	0.825
vpu	Vif	10004810	10004808	11676.VPU_HV1H2	11676.VIF_HV1H2	0	0	0	0	0	0.435	0	0.452	0.677
vpr	PPP2R5D	10004809	1861336	11676.VPR_HV1H2	9606.ENSP00000417963	0	0	0	0	0	0	0	0.665	0.665
F-protein	CD4	10004789	1842167	11676.NEF_HV1H2	9606.ENSP00000011653	0	0	0	0	0	0.435	0	0.428	0.663
APOBEC3G	TCEB1	1859014	1846927	9606.ENSP00000385057	9606.ENSP00000284811	0	0	0	0	0	0	0	0.615	0.615
tat	CDK9	10004807	1855868	11676.TAT_HV1H2	9606.ENSP00000362361	0	0	0	0	0	0.473	0	0.296	0.613
vpr	tat	10004809	10004807	11676.VPR_HV1H2	11676.TAT_HV1H2	0	0	0	0	0	0.435	0	0.297	0.586
vpu	VPRBP	10004810	1859698	11676.VPU_HV1H2	9606.ENSP00000393183	0	0	0	0	0	0.447	0	0.217	0.548
tat	F-protein	10004807	10004789	11676.TAT_HV1H2	11676.NEF_HV1H2	0	0	0	0	0	0.435	0	0.204	0.531
vpu	vpr	10004810	10004809	11676.VPU_HV1H2	11676.VPR_HV1H2	0	0	0	0	0	0	0	0.512	0.512
VPRBP	APOBEC3G	1859698	1859014	9606.ENSP00000393183	9606.ENSP00000385057	0	0	0	0	0	0	0	0.494	0.494
Vif	VPRBP	10004808	1859698	11676.VIF_HV1H2	9606.ENSP00000393183	0	0	0	0	0	0.435	0	0.126	0.485
tat	Envelope glycoprotein gp160	10004807	10004805	11676.TAT_HV1H2	11676.PRO_0000239240	0	0	0	0	0	0.435	0	0.123	0.483
vpu	Transmembrane gp41	10004810	10004792	11676.VPU_HV1H2	11676.PRO_0000038428	0	0	0	0	0	0	0	0.467	0.467
Transmembrane gp41	CD4	10004792	1842167	11676.PRO_0000038428	9606.ENSP00000011653	0	0	0	0	0	0	0	0.467	0.467
vpr	CD4	10004809	1842167	11676.VPR_HV1H2	9606.ENSP00000011653	0	0	0	0	0	0	0	0.464	0.464
TP53	MLL5	1846083	1844532	9606.ENSP00000269305	9606.ENSP00000257745	0	0	0	0	0	0.407	0	0.127	0.461
Envelope glycoprotein gp160	PSMD7	10004805	1842741	11676.PRO_0000239240	9606.ENSP00000219313	0	0	0	0	0	0.447	0	0	0.447
vpu	F-protein	10004810	10004789	11676.VPU_HV1H2	11676.NEF_HV1H2	0	0	0	0	0	0	0	0.429	0.429
vpr	Capsid p24	10004809	10004794	11676.VPR_HV1H2	11676.PRO_0000038594	0	0	0	0	0	0	0	0.428	0.428
Vif	CD4	10004808	1842167	11676.VIF_HV1H2	9606.ENSP00000011653	0	0	0	0	0	0	0	0.426	0.426
vpu	Capsid p24	10004810	10004794	11676.VPU_HV1H2	11676.PRO_0000038594	0	0	0	0	0	0	0	0.425	0.425
Capsid p24	CD4	10004794	1842167	11676.PRO_0000038594	9606.ENSP00000011653	0	0	0	0	0	0	0	0.420	0.420
Envelope glycoprotein gp160	Transmembrane gp41	10004805	10004792	11676.PRO_0000239240	11676.PRO_0000038428	0	0	0	0	0	0	0	0.420	0.420
VPRBP	TP53	1859698	1846083	9606.ENSP00000393183	9606.ENSP00000269305	0	0	0	0	0	0.336	0	0.151	0.412
vpu	APOBEC3G	10004810	1859014	11676.VPU_HV1H2	9606.ENSP00000385057	0	0	0	0	0	0	0	0.403	0.403
Envelope glycoprotein gp160	Surface gp120	10004805	10004791	11676.PRO_0000239240	11676.PRO_0000038427	0	0	0	0	0	0	0	0.400	0.400
