#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PSMA1	PSMB1	1861079	1845087	9606.ENSP00000414359	9606.ENSP00000262193	0	0	0.223	0	0.961	0.997	0.900	0.779	0.999
PSMA6	PSMA3	1844920	1842599	9606.ENSP00000261479	9606.ENSP00000216455	0	0	0	0.808	0.954	0.997	0.900	0.494	0.999
PSMB1	PSMA4	1845087	1842214	9606.ENSP00000262193	9606.ENSP00000044462	0	0	0.290	0	0.963	0.997	0.900	0.740	0.999
PSMA1	PSMB7	1861079	1844696	9606.ENSP00000414359	9606.ENSP00000259457	0	0	0	0	0.896	0.997	0.900	0.319	0.999
PSMB4	PSMA3	1847239	1842599	9606.ENSP00000290541	9606.ENSP00000216455	0	0	0	0	0.832	0.997	0.900	0.523	0.999
PSMB7	PSMA3	1844696	1842599	9606.ENSP00000259457	9606.ENSP00000216455	0	0	0	0	0.846	0.997	0.900	0.425	0.999
PSMB4	PSMB3	1847239	1843022	9606.ENSP00000290541	9606.ENSP00000225426	0	0	0	0	0.964	0.997	0.900	0.858	0.999
PSMA5	PSMA3	1846187	1842599	9606.ENSP00000271308	9606.ENSP00000216455	0	0	0.326	0.833	0.970	0.997	0.900	0.795	0.999
PSMB7	PSMA4	1844696	1842214	9606.ENSP00000259457	9606.ENSP00000044462	0	0	0	0	0.961	0.996	0.900	0.476	0.999
FGA	FGB	1848835	1848806	9606.ENSP00000306361	9606.ENSP00000306099	0	0	0	0.767	0.916	0.995	0.900	0.918	0.999
PSMA6	PSMB7	1844920	1844696	9606.ENSP00000261479	9606.ENSP00000259457	0	0	0	0	0.928	0.996	0.900	0.349	0.999
PSMA3	PSMA4	1842599	1842214	9606.ENSP00000216455	9606.ENSP00000044462	0	0	0.425	0.765	0.969	0.997	0.900	0.869	0.999
PSMB1	PSMB7	1845087	1844696	9606.ENSP00000262193	9606.ENSP00000259457	0	0	0	0	0.929	0.996	0.900	0.493	0.999
PSMA5	PSMB7	1846187	1844696	9606.ENSP00000271308	9606.ENSP00000259457	0	0	0	0	0.938	0.996	0.900	0.479	0.999
PSMB1	PSMA3	1845087	1842599	9606.ENSP00000262193	9606.ENSP00000216455	0	0	0	0	0.935	0.997	0.900	0.801	0.999
PSMB3	PSMA4	1843022	1842214	9606.ENSP00000225426	9606.ENSP00000044462	0	0	0	0	0.954	0.997	0.900	0.399	0.999
PSMA5	PSMB1	1846187	1845087	9606.ENSP00000271308	9606.ENSP00000262193	0	0	0.402	0	0.964	0.997	0.900	0.799	0.999
PSMB4	PSMA6	1847239	1844920	9606.ENSP00000290541	9606.ENSP00000261479	0	0	0	0	0.857	0.997	0.900	0.558	0.999
PSMA1	PSMB3	1861079	1843022	9606.ENSP00000414359	9606.ENSP00000225426	0	0	0	0	0.955	0.997	0.900	0.452	0.999
JUN	FOS	1855436	1848822	9606.ENSP00000360266	9606.ENSP00000306245	0	0	0	0	0.522	0.952	0.900	0.990	0.999
PSMB5	PSMB3	1854354	1843022	9606.ENSP00000355325	9606.ENSP00000225426	0	0	0	0.674	0.842	0.996	0.900	0.830	0.999
PSMB5	PSMA3	1854354	1842599	9606.ENSP00000355325	9606.ENSP00000216455	0	0	0	0	0.927	0.996	0.900	0.495	0.999
PSMB7	PSMB3	1844696	1843022	9606.ENSP00000259457	9606.ENSP00000225426	0	0	0	0	0.878	0.996	0.900	0.584	0.999
SMAD2	TGFB1	1845079	1842869	9606.ENSP00000262160	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.958	0.996
SMAD3	TGFB1	1851536	1842869	9606.ENSP00000332973	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.948	0.995
BMP2	SMAD4	1856935	1852473	9606.ENSP00000368104	9606.ENSP00000341551	0	0	0	0	0.043	0.359	0.900	0.897	0.992
SMAD7	TGFB1	1845078	1842869	9606.ENSP00000262158	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.918	0.992
SMAD5	BMP7	1862200	1858342	9606.ENSP00000441954	9606.ENSP00000379204	0	0	0	0	0.043	0.112	0.900	0.903	0.990
CLEC2D	KLRB1	1844890	1843207	9606.ENSP00000261340	9606.ENSP00000229402	0	0	0	0	0	0.360	0.900	0.866	0.990
FGG	APOH	1851932	1842433	9606.ENSP00000336829	9606.ENSP00000205948	0	0	0	0	0.857	0.142	0.900	0.256	0.989
SMAD5	BMP4	1862200	1843758	9606.ENSP00000441954	9606.ENSP00000245451	0	0	0	0	0.053	0.256	0.900	0.870	0.989
JUN	SMAD3	1855436	1851536	9606.ENSP00000360266	9606.ENSP00000332973	0	0	0	0	0	0.396	0.900	0.837	0.989
SMAD5	BMP2	1862200	1856935	9606.ENSP00000441954	9606.ENSP00000368104	0	0	0	0	0.053	0.256	0.900	0.852	0.988
ALB	APOH	1847637	1842433	9606.ENSP00000295897	9606.ENSP00000205948	0	0	0	0	0.776	0	0.900	0.440	0.986
SMAD5	BMP6	1862200	1846835	9606.ENSP00000441954	9606.ENSP00000283147	0	0	0	0	0.043	0.375	0.900	0.787	0.985
SMAD9	BMP4	1857104	1843758	9606.ENSP00000369154	9606.ENSP00000245451	0	0	0	0	0.053	0.256	0.900	0.815	0.985
BMP2	SMAD6	1856935	1847140	9606.ENSP00000368104	9606.ENSP00000288840	0	0	0	0	0.055	0.112	0.900	0.821	0.983
SMAD9	BMP2	1857104	1856935	9606.ENSP00000369154	9606.ENSP00000368104	0	0	0	0	0.053	0.256	0.900	0.788	0.983
SMAD4	TGFB1	1852473	1842869	9606.ENSP00000341551	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.831	0.983
INHBB	INHA	1847554	1843682	9606.ENSP00000295228	9606.ENSP00000243786	0	0	0	0	0.055	0.324	0.900	0.761	0.982
BMP7	SMAD6	1858342	1847140	9606.ENSP00000379204	9606.ENSP00000288840	0	0	0	0	0.052	0.112	0.900	0.801	0.981
SMAD3	FOS	1851536	1848822	9606.ENSP00000332973	9606.ENSP00000306245	0	0	0	0	0	0.360	0.900	0.677	0.977
BMP7	SMAD9	1858342	1857104	9606.ENSP00000379204	9606.ENSP00000369154	0	0	0	0	0.043	0.112	0.900	0.757	0.976
MYH10	MYH9	1846079	1842558	9606.ENSP00000269243	9606.ENSP00000216181	0	0	0	0.983	0	0.774	0.900	0.732	0.976
SMAD3	SMAD2	1851536	1845079	9606.ENSP00000332973	9606.ENSP00000262160	0	0	0	0.987	0	0.774	0.900	0.952	0.976
BMP2	SMAD7	1856935	1845078	9606.ENSP00000368104	9606.ENSP00000262158	0	0	0	0	0.055	0.112	0.900	0.754	0.976
PHKA2	PHKB	1857119	1849630	9606.ENSP00000369274	9606.ENSP00000313504	0	0	0.525	0.795	0.123	0.639	0.900	0.868	0.974
JUN	SMAD4	1855436	1852473	9606.ENSP00000360266	9606.ENSP00000341551	0	0	0	0	0	0.345	0.900	0.637	0.974
PHKA1	PHKB	1855934	1849630	9606.ENSP00000362643	9606.ENSP00000313504	0	0	0.525	0.805	0.123	0.639	0.900	0.817	0.973
BMP2	SMAD1	1856935	1848770	9606.ENSP00000368104	9606.ENSP00000305769	0	0	0	0	0.053	0.256	0.900	0.664	0.973
BMP7	SMAD1	1858342	1848770	9606.ENSP00000379204	9606.ENSP00000305769	0	0	0	0	0.043	0.374	0.900	0.596	0.972
FGB	APOH	1848806	1842433	9606.ENSP00000306099	9606.ENSP00000205948	0	0	0	0	0.601	0.142	0.900	0.277	0.971
SMAD4	SMAD2	1852473	1845079	9606.ENSP00000341551	9606.ENSP00000262160	0	0	0	0.750	0.166	0.580	0.900	0.981	0.971
JUN	IRF3	1855436	1849262	9606.ENSP00000360266	9606.ENSP00000310127	0	0	0	0	0	0	0.900	0.716	0.970
SMAD1	BMP4	1848770	1843758	9606.ENSP00000305769	9606.ENSP00000245451	0	0	0	0	0.053	0.256	0.900	0.630	0.970
ALB	TGFB1	1847637	1842869	9606.ENSP00000295897	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.708	0.969
SMAD5	SMAD4	1862200	1852473	9606.ENSP00000441954	9606.ENSP00000341551	0	0	0	0.718	0.073	0.579	0.900	0.945	0.968
SMAD4	SMAD3	1852473	1851536	9606.ENSP00000341551	9606.ENSP00000332973	0	0	0	0.772	0.073	0.580	0.900	0.970	0.967
FGG	ALB	1851932	1847637	9606.ENSP00000336829	9606.ENSP00000295897	0	0	0	0	0.508	0	0.900	0.401	0.967
TGFB2	SMAD2	1854475	1845079	9606.ENSP00000355896	9606.ENSP00000262160	0	0	0	0	0.043	0.112	0.900	0.647	0.966
SMAD6	TGFB1	1847140	1842869	9606.ENSP00000288840	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.647	0.966
SMAD2	SMAD7	1845079	1845078	9606.ENSP00000262160	9606.ENSP00000262158	0	0	0	0.685	0	0.536	0.900	0.888	0.965
JUN	TGFB1	1855436	1842869	9606.ENSP00000360266	9606.ENSP00000221930	0	0	0	0	0.048	0	0.900	0.667	0.965
SFTPA1	SFTPA2	1859988	1855660	9606.ENSP00000397082	9606.ENSP00000361400	0	0	0	0.987	0.486	0.360	0.900	0.708	0.964
SMAD3	SMAD7	1851536	1845078	9606.ENSP00000332973	9606.ENSP00000262158	0	0	0	0.695	0	0.528	0.900	0.901	0.964
SMAD4	SMAD1	1852473	1848770	9606.ENSP00000341551	9606.ENSP00000305769	0	0	0	0.832	0.073	0.580	0.900	0.755	0.963
SMAD9	SMAD4	1857104	1852473	9606.ENSP00000369154	9606.ENSP00000341551	0	0	0	0.843	0.073	0.580	0.900	0.848	0.963
FGA	APOH	1848835	1842433	9606.ENSP00000306361	9606.ENSP00000205948	0	0	0	0	0.516	0.142	0.900	0.230	0.963
SMAD7	BMP4	1845078	1843758	9606.ENSP00000262158	9606.ENSP00000245451	0	0	0	0	0.055	0.112	0.900	0.605	0.962
CAV1	TGFB1	1852186	1842869	9606.ENSP00000339191	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.639	0.962
SMAD5	SMAD6	1862200	1847140	9606.ENSP00000441954	9606.ENSP00000288840	0	0	0	0.679	0	0.514	0.900	0.800	0.962
SMAD9	SMAD7	1857104	1845078	9606.ENSP00000369154	9606.ENSP00000262158	0	0	0	0.648	0	0.528	0.900	0.661	0.962
SMAD2	TGFB3	1845079	1843496	9606.ENSP00000262160	9606.ENSP00000238682	0	0	0	0	0.043	0.112	0.900	0.596	0.961
SMAD5	TGFB1	1862200	1842869	9606.ENSP00000441954	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.596	0.961
FGB	ALB	1848806	1847637	9606.ENSP00000306099	9606.ENSP00000295897	0	0	0	0	0.465	0	0.900	0.326	0.960
SMAD1	SMAD6	1848770	1847140	9606.ENSP00000305769	9606.ENSP00000288840	0	0	0	0.650	0	0.514	0.900	0.567	0.959
SMAD4	INHBA	1852473	1843613	9606.ENSP00000341551	9606.ENSP00000242208	0	0	0	0	0.043	0.112	0.900	0.578	0.959
LEFTY2	NODAL	1854455	1847052	9606.ENSP00000355785	9606.ENSP00000287139	0	0	0	0	0.080	0	0.900	0.580	0.958
INHBB	SMAD2	1847554	1845079	9606.ENSP00000295228	9606.ENSP00000262160	0	0	0	0	0.043	0.112	0.900	0.566	0.958
SMAD1	SMAD7	1848770	1845078	9606.ENSP00000305769	9606.ENSP00000262158	0	0	0	0.646	0	0.528	0.900	0.409	0.957
FOS	TGFB1	1848822	1842869	9606.ENSP00000306245	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.587	0.957
TGFB2	SMAD3	1854475	1851536	9606.ENSP00000355896	9606.ENSP00000332973	0	0	0	0	0.043	0.112	0.900	0.562	0.957
SMAD2	INHBA	1845079	1843613	9606.ENSP00000262160	9606.ENSP00000242208	0	0	0	0	0.043	0.112	0.900	0.557	0.957
SMAD4	INHBB	1852473	1847554	9606.ENSP00000341551	9606.ENSP00000295228	0	0	0	0	0.049	0.112	0.900	0.552	0.957
SMAD3	INHBB	1851536	1847554	9606.ENSP00000332973	9606.ENSP00000295228	0	0	0	0	0.043	0.112	0.900	0.561	0.957
KLRF2	CLEC2A	1862085	1859916	9606.ENSP00000438244	9606.ENSP00000396163	0	0	0	0	0	0.866	0	0.686	0.956
MBOAT4	ALB	1849691	1847637	9606.ENSP00000314196	9606.ENSP00000295897	0	0	0	0	0	0	0	0.956	0.956
PRDM10	ALB	1853754	1847637	9606.ENSP00000351686	9606.ENSP00000295897	0	0	0	0	0	0	0	0.955	0.955
SMAD3	INHBA	1851536	1843613	9606.ENSP00000332973	9606.ENSP00000242208	0	0	0	0	0.043	0.112	0.900	0.534	0.955
PRDM10	MBOAT4	1853754	1849691	9606.ENSP00000351686	9606.ENSP00000314196	0	0	0	0	0	0	0	0.955	0.955
SMAD1	BMP6	1848770	1846835	9606.ENSP00000305769	9606.ENSP00000283147	0	0	0	0	0.043	0.112	0.900	0.529	0.954
SMAD3	TGFB3	1851536	1843496	9606.ENSP00000332973	9606.ENSP00000238682	0	0	0	0	0.043	0.112	0.900	0.526	0.954
SMAD4	SMAD7	1852473	1845078	9606.ENSP00000341551	9606.ENSP00000262158	0	0	0	0.653	0.052	0.360	0.900	0.897	0.954
TGFB2	SMAD4	1854475	1852473	9606.ENSP00000355896	9606.ENSP00000341551	0	0	0	0	0.043	0.112	0.900	0.529	0.954
NODAL	LEFTY1	1847052	1846227	9606.ENSP00000287139	9606.ENSP00000272134	0	0	0	0	0.069	0	0.900	0.547	0.954
SMAD4	TGFB3	1852473	1843496	9606.ENSP00000341551	9606.ENSP00000238682	0	0	0	0	0.043	0.112	0.900	0.507	0.952
CAV1	SMAD2	1852186	1845079	9606.ENSP00000339191	9606.ENSP00000262160	0	0	0	0	0	0.325	0.900	0.305	0.949
JUN	SELE	1855436	1851385	9606.ENSP00000360266	9606.ENSP00000331736	0	0	0	0	0	0	0.900	0.515	0.949
SMAD9	TGFB1	1857104	1842869	9606.ENSP00000369154	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.470	0.948
FGA	ALB	1848835	1847637	9606.ENSP00000306361	9606.ENSP00000295897	0	0	0	0	0.251	0.046	0.900	0.365	0.948
LEFTY2	GDF1	1854455	1843849	9606.ENSP00000355785	9606.ENSP00000247005	0	0	0	0	0	0	0.900	0.485	0.946
SMAD5	SMAD7	1862200	1845078	9606.ENSP00000441954	9606.ENSP00000262158	0	0	0	0.643	0	0.306	0.900	0.735	0.946
SMAD4	SMAD6	1852473	1847140	9606.ENSP00000341551	9606.ENSP00000288840	0	0	0	0.654	0.042	0.285	0.900	0.827	0.946
SMAD9	SMAD6	1857104	1847140	9606.ENSP00000369154	9606.ENSP00000288840	0	0	0	0.652	0	0.306	0.900	0.726	0.945
NODAL	SMAD2	1847052	1845079	9606.ENSP00000287139	9606.ENSP00000262160	0	0	0	0	0.043	0.112	0.900	0.431	0.945
JUN	SMAD7	1855436	1845078	9606.ENSP00000360266	9606.ENSP00000262158	0	0	0	0	0	0.069	0.900	0.447	0.944
LEFTY1	GDF1	1846227	1843849	9606.ENSP00000272134	9606.ENSP00000247005	0	0	0	0	0	0	0.900	0.463	0.944
SMAD4	FOS	1852473	1848822	9606.ENSP00000341551	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.461	0.943
INHA	INHBA	1843682	1843613	9606.ENSP00000243786	9606.ENSP00000242208	0	0	0	0.631	0.055	0.324	0.900	0.527	0.943
TGFB2	SMAD6	1854475	1847140	9606.ENSP00000355896	9606.ENSP00000288840	0	0	0	0	0.043	0.112	0.900	0.411	0.943
BMP7	BMP4	1858342	1843758	9606.ENSP00000379204	9606.ENSP00000245451	0	0	0	0.804	0.054	0.296	0.900	0.954	0.941
SMAD1	TGFB1	1848770	1842869	9606.ENSP00000305769	9606.ENSP00000221930	0	0	0	0	0.043	0.112	0.900	0.393	0.941
BMP2	BMP5	1856935	1855358	9606.ENSP00000368104	9606.ENSP00000359866	0	0	0	0.791	0.054	0.296	0.900	0.790	0.939
SMAD5	TGFB2	1862200	1854475	9606.ENSP00000441954	9606.ENSP00000355896	0	0	0	0	0.043	0.112	0.900	0.375	0.939
BMP5	BMP4	1855358	1843758	9606.ENSP00000359866	9606.ENSP00000245451	0	0	0	0.788	0.054	0.296	0.900	0.813	0.939
SMAD6	TGFB3	1847140	1843496	9606.ENSP00000288840	9606.ENSP00000238682	0	0	0	0	0.043	0.112	0.900	0.375	0.939
BMP7	BMP2	1858342	1856935	9606.ENSP00000379204	9606.ENSP00000368104	0	0	0	0.811	0.054	0.296	0.900	0.898	0.939
SMAD6	SMAD7	1847140	1845078	9606.ENSP00000288840	9606.ENSP00000262158	0	0	0	0.927	0.053	0.349	0.900	0.842	0.937
XPO1	SUMO1	1858987	1857989	9606.ENSP00000384863	9606.ENSP00000376076	0	0	0	0	0.064	0.053	0.900	0.380	0.937
EIF2C1	EIF2C2	1855852	1842792	9606.ENSP00000362300	9606.ENSP00000220592	0	0	0	0.986	0.085	0.360	0.900	0.827	0.937
FCN1	FCN2	1855554	1847312	9606.ENSP00000360871	9606.ENSP00000291744	0	0	0	0.979	0.101	0.341	0.900	0.910	0.936
SMAD9	SMAD3	1857104	1851536	9606.ENSP00000369154	9606.ENSP00000332973	0	0	0	0.968	0.044	0.774	0.720	0.572	0.935
SMAD2	GDF1	1845079	1843849	9606.ENSP00000262160	9606.ENSP00000247005	0	0	0	0	0.043	0.112	0.900	0.327	0.935
ANGPT1	ANGPT2	1861743	1849738	9606.ENSP00000428340	9606.ENSP00000314897	0	0	0	0.969	0	0.360	0.900	0.920	0.935
TGFB2	TGFB1	1854475	1842869	9606.ENSP00000355896	9606.ENSP00000221930	0	0	0	0.910	0	0.326	0.900	0.829	0.934
SMAD5	AMH	1862200	1842844	9606.ENSP00000441954	9606.ENSP00000221496	0	0	0	0	0.045	0.112	0.900	0.319	0.934
SMAD4	GDF1	1852473	1843849	9606.ENSP00000341551	9606.ENSP00000247005	0	0	0	0	0.043	0.112	0.900	0.313	0.933
SMAD5	TGFB3	1862200	1843496	9606.ENSP00000441954	9606.ENSP00000238682	0	0	0	0	0.043	0.112	0.900	0.314	0.933
TGFB2	TGFB3	1854475	1843496	9606.ENSP00000355896	9606.ENSP00000238682	0	0	0	0.959	0.055	0.326	0.900	0.883	0.933
INHBB	INHBA	1847554	1843613	9606.ENSP00000295228	9606.ENSP00000242208	0	0	0	0.924	0	0.324	0.900	0.811	0.933
LEFTY2	TGFB1	1854455	1842869	9606.ENSP00000355785	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.357	0.932
FOS	SMAD7	1848822	1845078	9606.ENSP00000306245	9606.ENSP00000262158	0	0	0	0	0	0	0.900	0.347	0.931
SMAD1	SMAD2	1848770	1845079	9606.ENSP00000305769	9606.ENSP00000262160	0	0	0	0.959	0.044	0.325	0.900	0.562	0.931
MYO5A	MYH9	1858703	1842558	9606.ENSP00000382177	9606.ENSP00000216181	0	0	0	0.709	0.135	0.180	0.900	0.357	0.930
TGFB2	ALB	1854475	1847637	9606.ENSP00000355896	9606.ENSP00000295897	0	0	0	0	0	0	0.900	0.334	0.930
KLRD1	KLRK1	1852074	1843572	9606.ENSP00000338130	9606.ENSP00000240618	0	0	0	0.786	0.253	0	0.900	0.536	0.930
SMAD3	SMAD1	1851536	1848770	9606.ENSP00000332973	9606.ENSP00000305769	0	0	0	0.968	0.044	0.325	0.900	0.508	0.930
SMAD9	AMH	1857104	1842844	9606.ENSP00000369154	9606.ENSP00000221496	0	0	0	0	0.045	0.112	0.900	0.270	0.929
JUN	TGFB3	1855436	1843496	9606.ENSP00000360266	9606.ENSP00000238682	0	0	0	0	0	0	0.900	0.321	0.929
ALB	TGFB3	1847637	1843496	9606.ENSP00000295897	9606.ENSP00000238682	0	0	0	0	0	0	0.900	0.321	0.929
SPTAN1	CD55	1855744	1849863	9606.ENSP00000361824	9606.ENSP00000316333	0	0	0	0	0	0	0.900	0.322	0.929
JUN	TGFB2	1855436	1854475	9606.ENSP00000360266	9606.ENSP00000355896	0	0	0	0	0	0	0.900	0.321	0.929
INHBE	SMAD2	1845889	1845079	9606.ENSP00000266646	9606.ENSP00000262160	0	0	0	0	0.043	0.112	0	0.922	0.928
SMAD9	TGFB3	1857104	1843496	9606.ENSP00000369154	9606.ENSP00000238682	0	0	0	0	0.043	0.112	0.900	0.254	0.928
EIF2C4	EIF2C3	1855854	1855848	9606.ENSP00000362306	9606.ENSP00000362287	0	0	0	0.985	0.158	0.203	0.900	0.823	0.928
EIF2C3	EIF2C2	1855848	1842792	9606.ENSP00000362287	9606.ENSP00000220592	0	0	0	0.985	0.167	0.205	0.900	0.650	0.928
CD72	CD79A	1844712	1842872	9606.ENSP00000259633	9606.ENSP00000221972	0	0	0	0	0.135	0	0.900	0.234	0.927
C4BPA	C4BPB	1854507	1843675	9606.ENSP00000356037	9606.ENSP00000243611	0	0	0	0.681	0.140	0	0.900	0.626	0.927
FOS	TGFB3	1848822	1843496	9606.ENSP00000306245	9606.ENSP00000238682	0	0	0	0	0	0	0.900	0.293	0.926
SMAD4	NODAL	1852473	1847052	9606.ENSP00000341551	9606.ENSP00000287139	0	0	0	0	0.043	0.112	0.900	0.227	0.925
CAV1	SMAD3	1852186	1851536	9606.ENSP00000339191	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0.274	0.924
TGFB2	FGA	1854475	1848835	9606.ENSP00000355896	9606.ENSP00000306361	0	0	0	0	0	0	0.900	0.278	0.924
FGA	TGFB3	1848835	1843496	9606.ENSP00000306361	9606.ENSP00000238682	0	0	0	0	0	0	0.900	0.280	0.924
EIF2C1	EIF2C3	1855852	1855848	9606.ENSP00000362300	9606.ENSP00000362287	0	0	0	0.987	0.106	0.203	0.900	0.739	0.923
SMAD2	BMP4	1845079	1843758	9606.ENSP00000262160	9606.ENSP00000245451	0	0	0	0	0.053	0.256	0	0.897	0.922
KLRF1	CLEC2B	1846637	1843142	9606.ENSP00000279544	9606.ENSP00000228438	0	0	0	0.745	0	0	0.900	0.890	0.922
SMAD3	GDF1	1851536	1843849	9606.ENSP00000332973	9606.ENSP00000247005	0	0	0	0	0.043	0.112	0.900	0.192	0.922
MYH2	MYH1	1843761	1843075	9606.ENSP00000245503	9606.ENSP00000226207	0	0	0	0.990	0.251	0	0.900	0.781	0.922
TGFB2	FOS	1854475	1848822	9606.ENSP00000355896	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.249	0.921
JUN	STAT3	1855436	1845584	9606.ENSP00000360266	9606.ENSP00000264657	0	0	0	0	0.052	0.446	0	0.859	0.920
EIF2C4	EIF2C2	1855854	1842792	9606.ENSP00000362306	9606.ENSP00000220592	0	0	0	0.984	0.135	0.135	0.900	0.630	0.919
SMAD6	SMAD2	1847140	1845079	9606.ENSP00000288840	9606.ENSP00000262160	0	0	0	0.694	0	0.482	0.800	0.800	0.918
SMAD3	NODAL	1851536	1847052	9606.ENSP00000332973	9606.ENSP00000287139	0	0	0	0	0.043	0.112	0.900	0.153	0.918
INHBE	INHA	1845889	1843682	9606.ENSP00000266646	9606.ENSP00000243786	0	0	0	0.638	0	0	0.900	0.492	0.917
SMAD1	AMH	1848770	1842844	9606.ENSP00000305769	9606.ENSP00000221496	0	0	0	0	0.045	0.112	0.900	0.127	0.916
CAV1	SMAD7	1852186	1845078	9606.ENSP00000339191	9606.ENSP00000262158	0	0	0	0	0	0	0.900	0.198	0.916
INHBC	INHA	1849100	1843682	9606.ENSP00000308716	9606.ENSP00000243786	0	0	0	0	0	0	0.900	0.203	0.916
